"language","item.id","k_Mean","lambda_Mean","start_Mean","k_HDIlow","lambda_HDIlow","start_HDIlow","k_HDIhigh","lambda_HDIhigh","start_HDIhigh","category","item"
"Cantonese","item_112",16.628633646,0.880623456,4.433410519196,4.69942,0.497824,0.00596428,26.2819,1.26062,10.6835,"food_drink","E3ICECRC"
"Cantonese","item_113",11.6543141,0.5519692606,7.38228680152,2.18038,0.217569,0.00192659,22.0303,0.898806,14.7414,"food_drink","E3JELLYC"
"Cantonese","item_114",16.03986344,0.5728929948,4.5179233643246,6.30122,0.270822,0.000157323,26.7662,0.892249,11.1787,"food_drink","E3SOYSAC"
"Cantonese","item_115",9.307763146,0.36911048508,6.296758595586,2.46377,0.142409,0.0011831,16.3568,0.592539,13.3217,"food_drink","E3SAUCE"
"Cantonese","item_116",10.771541914,0.32688420488,5.092577447254,2.70471,0.100275,0.00684297,18.5247,0.564944,12.4749,"food_drink","E3ONION"
"Cantonese","item_117",17.68646994,0.5732432,4.629454273933,4.8046,0.197013,0.000707645,29.4473,0.940197,11.3672,"food_drink","E3GINGER"
"Cantonese","item_118",11.33793302,0.7050068078,5.051329136104,2.2666,0.326662,0.00120608,19.3621,1.00327,11.8756,"action_words","V4EATC"
"Cantonese","item_119",10.613147998,0.7022876442,7.281658021808,1.71713,0.310946,0.00735097,21.2389,1.10133,13.7199,"action_words","V4DRINKC"
"Cantonese","item_12",3.5462648416,0.1236903507,4.816875176766,1.05141,0.0410937,0.00100365,5.99439,0.207431,11.6302,"sounds","S1BIRDC"
"Cantonese","item_120",13.218916378,0.6030705266,5.2790395906424,3.8768,0.293495,0.000460142,22.4705,0.909987,12.3443,"action_words","V4FEED"
"Cantonese","item_121",11.29703547,0.5637812048,3.748841560004,4.37729,0.332917,0.00713649,17.7771,0.805119,9.56268,"action_words","V4BITE"
"Cantonese","item_122",9.674509092,0.27420660828,5.23242285712,2.08438,0.0779636,0.00103943,16.9154,0.512178,12.9874,"action_words","V4CHEWC"
"Cantonese","item_123",7.306924536,0.26685483538,5.3016568956644,1.9151,0.0987733,0.000558862,12.4223,0.438252,12.5287,"action_words","V4SUCK"
"Cantonese","item_124",13.878035972,0.7018185812,5.157778349486,3.91949,0.346746,0.00142714,23.1775,1.01539,11.8653,"action_words","V4BLOW"
"Cantonese","item_125",14.133859796,0.6283344626,6.3340157427502,3.09814,0.242762,0.000708891,25.0812,0.967877,13.8744,"action_words","V4SWALLC"
"Cantonese","item_126",9.746930934,0.39127002208,4.514802361678,3.25263,0.174776,0.0011347,15.9653,0.588061,11.1667,"action_words","V4SPITC"
"Cantonese","item_127",11.591785274,0.643602453,4.386741209954,3.98673,0.365055,0.000149413,19.015,0.913073,10.4616,"action_words","V4COUGH"
"Cantonese","item_128",3.9975752052,0.343263188,3.82548365354,0.754929,0.165722,0.00140618,7.31959,0.52579,9.73195,"action_words","V4HIT"
"Cantonese","item_129",8.2111513,0.4287258768,4.1547257230852,2.75766,0.21814,0.000163719,13.4532,0.608689,10.6227,"action_words","V4CLAP"
"Cantonese","item_13",4.1889666832,0.14606937238,5.309692785172,1.03048,0.0474638,0.00273529,7.19639,0.248245,12.5277,"sounds","S1CHICKC"
"Cantonese","item_130",13.624353816,0.7773085584,5.633544206658,3.01255,0.377347,0.00126934,23.6664,1.13664,12.3754,"action_words","V4DRAG"
"Cantonese","item_131",7.6777274098,0.3692496445,7.182016274944,1.39804,0.116043,0.0013803,14.709,0.597728,14.5445,"action_words","V4SHAKE"
"Cantonese","item_132",9.5378648698,0.6360130484,5.110625492944,1.60121,0.329851,0.00105787,16.6392,0.956708,11.8855,"action_words","V4GIVEC"
"Cantonese","item_133",10.986444368,0.6140027344,7.0251244992956,1.69426,0.227168,0.00302689,20.8614,0.946701,14.338,"action_words","V4TAKE"
"Cantonese","item_134",8.6731334936,0.40676427086,7.604772324736,1.54983,0.133615,0.00122941,16.795,0.672743,14.8915,"action_words","V4CARRY"
"Cantonese","item_135",13.04703829,0.6691786138,5.006255079004,3.48798,0.332056,0.00100282,21.4319,0.958135,11.6374,"action_words","V4HOLD2"
"Cantonese","item_136",9.547995386,0.5749456868,8.193289889924,1.35947,0.202761,0.0880536,20.1326,0.946621,15.1564,"action_words","V4PUTC"
"Cantonese","item_137",16.152814168,0.7160849268,4.1686525593704,5.69053,0.389768,0.000855532,25.1733,1.01038,10.2848,"action_words","V4PUT"
"Cantonese","item_138",8.6248019316,0.538038707,5.6640671472588,1.71584,0.253029,0.000401435,15.4147,0.804514,12.5596,"action_words","V4KISSC"
"Cantonese","item_139",9.372987706,0.6679173834,4.7471311865148,1.47565,0.355743,0.000481516,16.5105,1.0216,11.4207,"action_words","V4HOLD"
"Cantonese","item_14",4.9563115962,0.5147967584,4.051287925482,0.421101,0.226701,0.000980688,9.93459,0.829124,10.3501,"people","P2MOMMY"
"Cantonese","item_140",11.049527274,0.518502917,5.702068318328,2.64749,0.224944,0.00031125,18.8937,0.782106,12.6599,"action_words","V4HUGC"
"Cantonese","item_141",11.233196882,0.5914839308,4.944946550938,3.44257,0.318384,0.00849125,19.0646,0.874108,11.324,"action_words","V4CARRY2"
"Cantonese","item_142",9.947586968,0.44697561182,6.8922668327802,1.83358,0.167001,0.000511506,18.0209,0.715352,14.226,"action_words","V4FU"
"Cantonese","item_143",13.911300492,0.8482113218,4.4676827675532,3.79952,0.433546,0.000412141,23.1251,1.18124,10.7973,"action_words","V4SIT"
"Cantonese","item_144",12.74073525,0.7355889802,6.3138072654674,2.13131,0.313717,0.000138926,23.1778,1.10568,13.4345,"action_words","V4WALKC"
"Cantonese","item_145",14.753126656,0.7989899922,4.791319057794,4.00313,0.404545,0.00178643,24.305,1.1288,11.3277,"action_words","V4LEAVE"
"Cantonese","item_146",13.52362957,0.5662814812,5.05950470669042,4.55456,0.269242,6.99121e-05,22.4569,0.833995,11.7326,"action_words","V4RUN"
"Cantonese","item_147",11.556227262,0.536582747,6.3246156774074,2.17767,0.211524,0.000301447,20.5761,0.843829,14.0234,"action_words","V4CHASE"
"Cantonese","item_148",15.808371948,0.7972604002,5.3273360512268,4.14919,0.398218,0.0141867,26.5637,1.16326,12.0217,"action_words","V4STANDC"
"Cantonese","item_149",13.863088812,0.6468205212,6.331977494142,2.73254,0.247414,0.00272972,24.5027,0.989707,13.9481,"action_words","V4STOP"
"Cantonese","item_15",6.5246747186,0.6998616864,4.07053811774,0.239144,0.252438,0.0038207,13.9657,1.19356,10.3611,"people","P2DADDY"
"Cantonese","item_150",12.456549918,0.7322428478,6.08945731871,2.71685,0.355854,0.00104802,22.5344,1.0953,12.5663,"action_words","V4GO"
"Cantonese","item_151",14.365732734,0.71354784,5.1268379581634,3.7796,0.347275,0.000584747,24.0096,1.04266,12.0139,"action_words","V4ASCND"
"Cantonese","item_152",14.044798778,0.6957812326,5.1903189043666,3.71513,0.347325,0.000314543,23.3993,1.02118,12.0295,"action_words","V4DOWNC"
"Cantonese","item_153",17.214816796,0.8798323878,5.338649309118,3.85755,0.426073,0.00066745,28.5879,1.27514,12.4218,"action_words","V4EXIT"
"Cantonese","item_154",16.906418874,0.7965004724,5.3504158153376,3.99801,0.370371,0.000742425,27.9554,1.15738,12.4109,"action_words","V4ENTERC"
"Cantonese","item_155",11.976694024,0.7698730172,7.08838483906,2.15549,0.336367,0.00543332,23.7795,1.19374,13.5288,"action_words","V4PLAY"
"Cantonese","item_156",21.891720098,0.8769826072,4.8573544750422,6.23942,0.395122,0.000736521,35.3445,1.29021,11.915,"action_words","V4LEARN"
"Cantonese","item_157",14.005590784,0.8076495528,4.349349500186,4.63491,0.47105,0.00185889,23.0129,1.14216,10.1909,"action_words","V4SLEEPC"
"Cantonese","item_158",15.569237328,0.8413422538,6.240719432364,3.26486,0.375653,0.00313839,27.9547,1.25431,13.3474,"action_words","V4GETUPC"
"Cantonese","item_159",18.911371578,0.8425214122,5.781024869224,4.38586,0.384485,0.00312496,32.2652,1.29299,13.5232,"action_words","V4AWAKE"
"Cantonese","item_16",7.5599823744,0.5433690758,4.74255549247,1.28204,0.261177,0.00183573,13.1673,0.792407,11.4426,"people","P2POHPOH"
"Cantonese","item_160",11.671656788,0.6747993506,4.553959049994,3.12288,0.358054,0.00627065,19.0328,0.953016,10.9334,"action_words","V4FALL"
"Cantonese","item_161",10.592981666,0.5999840418,5.0412921422627,2.70902,0.308039,0.00219138,17.9694,0.878997,11.6268,"action_words","V4KICK"
"Cantonese","item_162",13.13794887,0.6649622096,4.687950435346,4.41737,0.359329,0.00363367,21.7914,0.960021,10.9788,"action_words","V4JUMP"
"Cantonese","item_163",14.986825444,0.6858950242,4.896798913522,4.64502,0.351201,0.00375866,24.4933,1.00908,11.7045,"action_words","V4DANCE"
"Cantonese","item_164",10.282646602,0.40995694014,4.88799371408,3.33468,0.199787,0.00135717,16.7144,0.628887,11.407,"action_words","V4BOUNCC"
"Cantonese","item_165",11.555412512,0.5715716464,3.6335251671204,4.59744,0.339906,0.000266742,17.807,0.802029,9.20425,"action_words","V4FLY"
"Cantonese","item_166",12.895883364,0.6878906542,6.7299163895568,2.57837,0.30636,0.000776274,23.808,1.06016,13.5442,"action_words","V4SWIMC"
"Cantonese","item_167",11.054473024,0.4743334798,4.7258150539834,3.51013,0.215234,0.000189657,17.7539,0.681054,11.2474,"action_words","V4SWINGC"
"Cantonese","item_168",11.283438034,0.5419922248,4.36618195346,3.53808,0.286979,0.00282751,17.8807,0.773035,10.5385,"action_words","V4SPIN"
"Cantonese","item_169",20.261271822,0.9290260448,5.3642007707196,5.96324,0.469411,0.000483028,33.5624,1.36018,12.0403,"action_words","V4MOVE2"
"Cantonese","item_17",5.112865474,0.32609659258,4.8736175986638,0.945337,0.157069,0.000499389,8.76983,0.490707,11.5263,"people","P2MAAMAA"
"Cantonese","item_170",14.965931852,0.744579849,6.1059116338422,3.52139,0.324239,0.000146939,26.4877,1.11323,13.264,"action_words","V4HIDEC"
"Cantonese","item_171",20.300830964,0.9677362782,5.424633440624,5.38209,0.505961,0.00191686,33.6245,1.42533,12.1362,"action_words","V4FIND"
"Cantonese","item_172",14.412483362,0.6494173422,4.0238915221432,6.09976,0.363783,0.000174041,22.9457,0.909485,9.75436,"action_words","V4CATCHC"
"Cantonese","item_173",12.718766588,0.7791103176,5.73886301791052,2.26508,0.376049,0.00514889,22.5343,1.16043,12.636,"action_words","V4OPEN"
"Cantonese","item_174",12.339350236,0.702011641,7.9218465179988,2.12493,0.278936,0.0470361,25.4037,1.14425,14.8622,"action_words","V4TURNOF"
"Cantonese","item_175",17.16492065,0.8959194584,4.2555356926448,5.72069,0.521352,0.000924864,26.8976,1.25507,10.2967,"action_words","V4CLOSE"
"Cantonese","item_176",10.395627102,0.44088876502,5.0108974527052,2.90614,0.205353,0.00414583,17.0537,0.667036,11.8975,"action_words","V4KNOCK"
"Cantonese","item_177",11.230340992,0.70355763,5.304367267428,2.61484,0.359771,0.00442372,19.651,1.02744,11.8101,"action_words","V4WANTC"
"Cantonese","item_178",20.112951946,0.940628804,4.65818041016,6.3606,0.500534,0.00142344,32.2035,1.34148,11.2123,"action_words","V4LIKEC"
"Cantonese","item_179",11.734775272,0.701947442,6.408774866536,2.14592,0.330772,0.0288073,21.5342,1.07575,13.3068,"action_words","V4HAVE"
"Cantonese","item_18",6.6271816698,0.39194471758,4.950556489048,1.71837,0.187144,0.00389016,11.5308,0.57183,11.5661,"people","P2GUNG"
"Cantonese","item_180",16.253018902,0.6947922002,6.2931823729,3.90724,0.275719,0.00123936,28.6483,1.07427,13.6758,"action_words","V4USE"
"Cantonese","item_181",16.258115714,0.8222690984,4.540139909943,5.10825,0.454218,0.000596925,26.0069,1.16936,10.8508,"action_words","V4LAUGH"
"Cantonese","item_182",14.877499242,0.8708053112,6.204767520833,3.02968,0.399344,0.0157613,26.9615,1.29774,13.0659,"action_words","V4CRYC"
"Cantonese","item_183",14.46971951,0.6741900142,3.5574702519356,6.29502,0.398928,0.000661588,22.307,0.932703,9.05713,"action_words","V4SCOLD"
"Cantonese","item_184",14.012210836,0.6871389346,6.18854538090108,2.80662,0.31267,7.49964e-05,24.4744,1.05935,13.4007,"action_words","V4SHOUTC"
"Cantonese","item_185",21.779515092,1.0433387648,5.224019856164,6.1141,0.567385,0.00173879,35.4133,1.53527,11.9728,"action_words","V4SAYC"
"Cantonese","item_186",19.274647742,0.8271856058,7.191478247526,3.5886,0.269296,0.00281613,36.2102,1.32756,15.6419,"action_words","V4ASK"
"Cantonese","item_187",16.85803289,0.6589726504,4.473508104062,5.93386,0.312109,0.00185216,26.9124,0.963489,10.8806,"action_words","V4COUNTC"
"Cantonese","item_188",13.185453918,0.6999793208,6.7674433838893,2.39351,0.300598,7.34065e-05,24.0727,1.07531,13.8918,"action_words","V4SING"
"Cantonese","item_189",16.995604442,0.768928001,4.9012669528186,4.7564,0.379053,0.000116919,27.2227,1.10601,11.6008,"action_words","V4READ"
"Cantonese","item_19",4.5613363212,0.24974541634,4.432555318546,1.32072,0.127237,0.00486128,7.82424,0.386573,10.776,"people","P2JEJE"
"Cantonese","item_190",12.979037638,0.6443952964,4.085452671268,4.80194,0.367449,0.00109528,20.7416,0.915887,10.1521,"action_words","V4WRITE"
"Cantonese","item_191",12.742153906,0.628296971,4.391728883876,4.57366,0.357926,0.00221069,20.541,0.897911,10.4202,"action_words","V4DRAW"
"Cantonese","item_192",16.29948932,0.613763147,4.6386755160568,5.09517,0.299176,0.000432514,25.9207,0.93669,11.2042,"action_words","V4COLOR"
"Cantonese","item_193",19.090977104,1.017592059,4.441563737562,6.14474,0.577364,0.00214513,30.6181,1.43344,10.7354,"action_words","V4WATCH"
"Cantonese","item_194",15.983487382,0.6166433526,4.57337769329,5.24342,0.296733,0.00317749,25.5105,0.91597,10.9722,"action_words","V4LOOKC"
"Cantonese","item_195",16.814185808,0.788504296,6.8282732333254,3.46149,0.335945,0.0235409,30.251,1.22869,14.1548,"action_words","V4SEE"
"Cantonese","item_196",11.493574158,0.4385531705,5.8730812166144,2.37624,0.149905,0.00122078,19.5127,0.689717,13.5557,"action_words","V4BLINK"
"Cantonese","item_197",12.838861178,0.7290200276,8.284352912462,2.21126,0.29388,0.0105145,26.9329,1.19735,15.0416,"action_words","V4LISTN"
"Cantonese","item_198",14.209129282,0.5599231796,5.431695221928,3.46967,0.246619,0.00345875,23.6082,0.875768,12.5125,"action_words","V4SMELL"
"Cantonese","item_199",10.253594176,0.5587934012,4.3797615223834,3.23194,0.29338,0.000313277,16.5063,0.784653,10.485,"action_words","V4RUBC"
"Cantonese","item_2",5.3807886572,0.4278347744,4.2678486457298,1.03976,0.223859,0.00707745,9.52384,0.633907,10.5321,"sounds","S1WEI"
"Cantonese","item_20",4.4934351614,0.38960561134,4.8386436871544,0.558442,0.183453,0.000476552,8.39968,0.592954,11.5873,"people","P2ELDSIS"
"Cantonese","item_200",12.470215156,0.7103218794,5.15935939512,3.41152,0.363517,0.00305863,21.4937,1.02681,11.6244,"action_words","V4WASH"
"Cantonese","item_201",8.783975376,0.38329152852,10.608822990266,1.11458,0.0658678,0.897868,20.8655,0.751268,18.4418,"action_words","V4HANGC"
"Cantonese","item_202",11.762875084,0.5983664738,5.21705770547,3.03699,0.292921,0.00836235,19.7124,0.874779,11.9823,"action_words","V4TIDYC"
"Cantonese","item_203",10.622490226,0.3771814585,4.796135933176,3.39042,0.157317,0.0013885,17.3174,0.583241,11.4389,"action_words","V4PILUP2"
"Cantonese","item_204",14.550943086,0.6292158206,5.43017662217,3.68402,0.287347,0.00118281,23.9924,0.953623,12.6565,"action_words","V4MOVE"
"Cantonese","item_205",10.642543564,0.5217163748,6.99048340904,2.17532,0.197143,0.00226522,19.9173,0.814684,14.0603,"action_words","V4RINSE"
"Cantonese","item_206",11.822862228,0.5788588732,5.5582491016334,2.50568,0.257421,0.000314934,20.0751,0.870366,12.8235,"action_words","V4SWEEP"
"Cantonese","item_207",11.70146582,0.638489245,5.361804417452,2.70921,0.307836,0.00470638,19.895,0.94006,11.9643,"action_words","V4COMB"
"Cantonese","item_208",11.829082734,0.70084298,6.7569359376556,2.02195,0.300993,0.00637405,22.2414,1.07696,13.8348,"action_words","V4BRUSH"
"Cantonese","item_209",8.903453964,0.5874715458,9.716036275922,1.46407,0.214463,1.21173,21.6605,1.02196,16.1324,"action_words","V4BUY"
"Cantonese","item_21",6.1482721022,0.3821020494,9.262582879216,1.22099,0.147959,1.20773,14.1822,0.669236,15.7045,"people","P2YOUSIS"
"Cantonese","item_210",9.4536302212,0.259529461288,6.934415990268,0.944213,0.00739384,0.00111318,18.6103,0.518311,16.8809,"action_words","V4SELL"
"Cantonese","item_211",19.081810246,0.9551567558,5.997108841716,5.17516,0.460359,0.0027946,33.8201,1.42478,12.9022,"action_words","V4COOKC"
"Cantonese","item_212",13.594689306,0.775732454,5.2543518913528,3.2077,0.389406,0.000269524,23.2885,1.12447,11.9299,"action_words","V4SMEAR"
"Cantonese","item_213",10.437943694,0.5616963474,5.3265538132468,2.64547,0.275229,0.00229804,17.5396,0.815228,11.8891,"action_words","V4PRESSC"
"Cantonese","item_214",7.8696430358,0.37846002524,5.198707604188,1.83224,0.174024,0.011747,13.0928,0.57016,12.1852,"action_words","V4PRICKC"
"Cantonese","item_215",9.786396308,0.4077270669,4.65137700335,3.11362,0.195502,0.00185171,15.9912,0.617685,11.4172,"action_words","V4POINT"
"Cantonese","item_216",7.240981914,0.28326143816,4.473516973718,2.38311,0.124539,0.00175117,11.8679,0.434379,10.8821,"action_words","V4POKE"
"Cantonese","item_217",10.459606436,0.36489214634,6.261199140768,2.02991,0.097547,0.00287621,18.565,0.614879,14.5323,"action_words","V4INSER"
"Cantonese","item_218",5.4641937192,0.32488995304,6.246004849086,1.01219,0.129425,0.00940321,10.2069,0.506332,13.4636,"action_words","V4PINCHC"
"Cantonese","item_219",10.359699664,0.4188551473,6.147595819826,2.36545,0.157143,0.0052843,18.1679,0.669846,13.802,"action_words","V4TWIST"
"Cantonese","item_22",6.7495657146,0.4719004948,4.0929408542544,1.65872,0.262646,9.3932e-06,11.4757,0.688477,10.1044,"people","P2ELDBRO"
"Cantonese","item_220",11.036701322,0.4327072418,4.936313194162,3.82715,0.202537,0.00406152,18.4425,0.666924,11.4712,"action_words","V4WIND"
"Cantonese","item_221",13.07007273,0.46601081374,6.52781187514388,1.99163,0.123721,1.40594e-05,23.6471,0.808027,15.2999,"action_words","V4GRASP"
"Cantonese","item_222",15.241932582,0.7547200688,4.97845822995606,4.35455,0.406552,0.0034992,25.042,1.10824,11.507,"action_words","V4STIR"
"Cantonese","item_223",9.833086656,0.39947757296,6.506000506718,2.0614,0.132594,0.00605744,17.6678,0.642024,13.9518,"action_words","V4SQUEEZ"
"Cantonese","item_224",5.8144742676,0.28339983922,6.0722736327688,1.16473,0.112775,0.00668262,10.3603,0.451355,13.3068,"action_words","V4TICKLE"
"Cantonese","item_225",8.890747566,0.43134388262,7.3402761809,1.69392,0.159722,0.0102478,17.1206,0.706053,14.5398,"action_words","V4ITCH"
"Cantonese","item_226",13.449962438,0.4328961831,4.632279598202,3.99322,0.158553,0.00223339,22.0531,0.699425,11.2944,"action_words","V4SCRATC"
"Cantonese","item_227",14.061651438,0.7049060128,4.6113056355148,4.15784,0.378621,0.000262653,22.8516,1.01508,11.1534,"action_words","V4TOUCH"
"Cantonese","item_228",10.6666230458,0.34662245014,7.226908355334,1.23793,0.0472366,0.00356725,20.3124,0.63692,16.5904,"action_words","V4STROKE"
"Cantonese","item_229",15.684863718,0.6564172516,3.933369535554,6.68166,0.37139,0.00205469,24.6087,0.93484,9.79909,"action_words","V4TOUCH2"
"Cantonese","item_23",6.765224962,0.32735528502,6.4848437543716,1.59841,0.141457,0.000382698,12.4274,0.52417,13.2751,"people","P2YOUBRO"
"Cantonese","item_230",11.461367256,0.6277637704,3.3730943363278,4.38143,0.367164,9.2765e-05,17.4316,0.853944,8.72399,"action_words","V4DROPC"
"Cantonese","item_231",13.089792378,0.51583709668,4.8477373951674,4.12434,0.240721,0.00191602,21.6158,0.791475,11.7524,"action_words","V4THROWC"
"Cantonese","item_232",10.420372614,0.4867115182,4.487006909962,3.46119,0.251272,0.00241322,16.7315,0.698661,10.9105,"action_words","V4THROW2"
"Cantonese","item_233",11.766132852,0.46975531176,5.093499465554,3.62849,0.21098,0.00886461,19.494,0.710805,12.0088,"action_words","V4PLUCKC"
"Cantonese","item_234",12.87965215,0.578785297,5.123608460114,3.65476,0.267592,0.00122323,21.311,0.847598,11.7257,"action_words","V4TEARC"
"Cantonese","item_235",4.3494469476,0.21101594202,10.85204363514,0.842711,0.0559514,1.41466,11.0342,0.434015,16.6713,"action_words","V4PEEL"
"Cantonese","item_236",11.666222346,0.6378034,5.990552979772,2.68996,0.283233,0.00397955,20.7851,0.949299,12.8344,"action_words","V4UNDRES"
"Cantonese","item_237",16.355783174,0.916323161,5.535768418158,3.9039,0.482683,0.00351872,28.1714,1.36582,12.3085,"action_words","V4WEARC"
"Cantonese","item_238",13.198498164,0.64060854,4.739455100468,4.1789,0.324889,0.00465543,21.3808,0.909962,11.2618,"action_words","V4WEAR2"
"Cantonese","item_239",10.849881034,0.667718627,5.691063357006,2.23998,0.301869,0.00125241,19.7632,0.994097,12.8945,"action_words","V4KNOW"
"Cantonese","item_24",4.8962492276,0.37465818918,6.219343729892,0.653421,0.158959,0.0040213,9.51736,0.574078,13.1221,"people","P2JIJI"
"Cantonese","item_240",11.384182916,0.4879020482,4.8857597055394,3.15487,0.223355,0.000308957,18.5862,0.724892,11.6564,"action_words","V4UNDSTD"
"Cantonese","item_241",12.15436011,0.6294305042,4.2782542332826,3.85825,0.342091,0.000167193,19.2821,0.886818,10.3518,"action_words","V4KNOWHW"
"Cantonese","item_242",16.76631732,0.796950157,5.0515584957302,4.98343,0.399519,0.000708081,27.466,1.14526,11.8111,"action_words","V4REMEM"
"Cantonese","item_243",12.36297921,0.5889005616,4.71228302165,4.02138,0.311746,0.0013558,20.3532,0.863141,11.2237,"action_words","V4CAN"
"Cantonese","item_244",16.112646806,0.60097222274,6.07693813403444,3.52901,0.204624,1.29332e-05,28.6851,0.985753,14.3777,"action_words","V4THINKC"
"Cantonese","item_245",16.755446164,0.51114345006,4.071641123016,5.3506,0.178365,0.00334173,27.5415,0.842205,10.2831,"action_words","V4DREAMC"
"Cantonese","item_246",12.25615784,0.40578413476,5.683031504198,2.90692,0.113629,0.00059079,21.3205,0.67189,13.5305,"action_words","V4GUESS"
"Cantonese","item_247",17.599681086,0.7048000996,5.34231248959,4.49089,0.308558,0.00140318,29.2674,1.07481,12.728,"action_words","V4TRY2"
"Cantonese","item_248",15.68734777,0.60623159166,5.708209224862,3.4646,0.239756,0.00167902,26.5623,0.962605,13.5124,"action_words","V4PRETEC"
"Cantonese","item_249",7.825656426,0.40336301198,10.80115165504,1.33803,0.115809,1.08485,19.6077,0.785585,17.3033,"action_words","V4FOLD"
"Cantonese","item_25",3.895691993,0.26271215694,5.2637553443544,0.787805,0.116812,0.00616118,7.17809,0.40168,12.2951,"people","P2BAAK"
"Cantonese","item_250",12.836872066,0.6217405296,4.69879531857,3.91333,0.318135,0.00183996,20.9012,0.897485,11.0775,"action_words","V4STICKC"
"Cantonese","item_251",14.483926482,0.6599886614,3.963084218282,5.71766,0.380285,0.00128467,22.449,0.924866,9.82117,"action_words","V4PILEUP"
"Cantonese","item_252",10.865782518,0.5177940948,4.123676853328,4.07378,0.286666,0.00312927,17.4256,0.741029,10.1213,"action_words","V4CHOP"
"Cantonese","item_253",14.642718472,0.7410195754,5.185450699126,3.77542,0.343705,0.00186362,24.455,1.06178,12.239,"action_words","V4CUT"
"Cantonese","item_254",15.87886918,0.6316740674,4.294208851494,5.28666,0.305933,0.0026165,24.6802,0.91274,10.723,"action_words","V4TIEUPC"
"Cantonese","item_255",9.102468042,0.484232255,5.989465215256,2.21801,0.22698,0.0297116,16.3759,0.741269,12.8483,"action_words","V4CRAWL"
"Cantonese","item_256",12.15760123,0.512586922,5.1922559268062,3.41249,0.237829,0.000107497,20.157,0.782264,12.1956,"action_words","V4ROLLC"
"Cantonese","item_257",14.009965366,0.5807657348,5.312463610126,4.1147,0.28308,0.0015122,23.6281,0.903254,12.2685,"action_words","V4CLIMB"
"Cantonese","item_258",11.63392126,0.478970727,4.9143909951262,3.47386,0.217009,0.000492989,19.0788,0.714267,11.8918,"action_words","V4LIEFL"
"Cantonese","item_259",9.554159988,0.40899422256,7.125343521789,1.71671,0.126459,0.000113084,17.9166,0.684916,14.9661,"action_words","V4SQUATC"
"Cantonese","item_26",7.744535442,0.4955289216,7.048557989764,1.372,0.233011,0.0348029,15.1196,0.783951,13.5579,"people","P2SUKSUK"
"Cantonese","item_260",13.53861238,0.7019291076,6.928666140392,3.13859,0.296608,0.00123507,25.5854,1.08231,13.7836,"action_words","V4LAYC"
"Cantonese","item_261",14.116091378,0.641655267,5.165720548728,4.68019,0.332585,0.0039326,23.8738,0.957361,11.7213,"action_words","V4POURC"
"Cantonese","item_262",15.220788474,0.6818244388,4.596957101042,5.36717,0.375374,0.00497091,24.4416,0.98638,10.9962,"action_words","V4POUR"
"Cantonese","item_263",8.849169248,0.31526787542,4.804084219548,2.72442,0.121652,0.00102204,14.6951,0.494766,11.5837,"action_words","V4DRIP"
