"Simulation","age","yes","N"
"ExtSimulation_10",34,912,1000
"ExtSimulation_10",35,928,1000
"ExtSimulation_10",36,943,1000
"ExtSimulation_11",15,85,1000
"ExtSimulation_11",16,119,1000
"ExtSimulation_11",17,156,1000
"ExtSimulation_11",18,204,1000
"ExtSimulation_11",19,262,1000
"ExtSimulation_11",20,316,1000
"ExtSimulation_11",21,383,1000
"ExtSimulation_11",22,458,1000
"ExtSimulation_11",23,503,1000
"ExtSimulation_11",24,559,1000
"ExtSimulation_11",25,614,1000
"ExtSimulation_11",26,673,1000
"ExtSimulation_11",27,719,1000
"ExtSimulation_11",28,767,1000
"ExtSimulation_11",29,799,1000
"ExtSimulation_11",30,831,1000
"ExtSimulation_11",31,854,1000
"ExtSimulation_11",32,877,1000
"ExtSimulation_11",33,900,1000
"ExtSimulation_11",34,915,1000
"ExtSimulation_11",35,928,1000
"ExtSimulation_11",36,945,1000
"ExtSimulation_12",15,76,1000
"ExtSimulation_12",16,103,1000
"ExtSimulation_12",17,143,1000
"ExtSimulation_12",18,184,1000
"ExtSimulation_12",19,232,1000
"ExtSimulation_12",20,294,1000
"ExtSimulation_12",21,347,1000
"ExtSimulation_12",22,410,1000
"ExtSimulation_12",23,471,1000
"ExtSimulation_12",24,533,1000
"ExtSimulation_12",25,588,1000
"ExtSimulation_12",26,636,1000
"ExtSimulation_12",27,692,1000
"ExtSimulation_12",28,737,1000
"ExtSimulation_12",29,771,1000
"ExtSimulation_12",30,815,1000
"ExtSimulation_12",31,844,1000
"ExtSimulation_12",32,873,1000
"ExtSimulation_12",33,896,1000
"ExtSimulation_12",34,918,1000
"ExtSimulation_12",35,940,1000
"ExtSimulation_12",36,949,1000
"ExtSimulation_13",15,72,1000
"ExtSimulation_13",16,102,1000
"ExtSimulation_13",17,140,1000
"ExtSimulation_13",18,200,1000
"ExtSimulation_13",19,243,1000
"ExtSimulation_13",20,312,1000
"ExtSimulation_13",21,361,1000
"ExtSimulation_13",22,427,1000
"ExtSimulation_13",23,495,1000
"ExtSimulation_13",24,572,1000
"ExtSimulation_13",25,626,1000
"ExtSimulation_13",26,669,1000
"ExtSimulation_13",27,715,1000
"ExtSimulation_13",28,753,1000
"ExtSimulation_13",29,789,1000
"ExtSimulation_13",30,827,1000
"ExtSimulation_13",31,850,1000
"ExtSimulation_13",32,872,1000
"ExtSimulation_13",33,896,1000
"ExtSimulation_13",34,916,1000
"ExtSimulation_13",35,931,1000
"ExtSimulation_13",36,944,1000
"ExtSimulation_14",15,62,1000
"ExtSimulation_14",16,89,1000
"ExtSimulation_14",17,129,1000
"ExtSimulation_14",18,181,1000
"ExtSimulation_14",19,234,1000
"ExtSimulation_14",20,283,1000
"ExtSimulation_14",21,337,1000
"ExtSimulation_14",22,402,1000
"ExtSimulation_14",23,471,1000
"ExtSimulation_14",24,545,1000
"ExtSimulation_14",25,613,1000
"ExtSimulation_14",26,665,1000
"ExtSimulation_14",27,727,1000
"ExtSimulation_14",28,774,1000
"ExtSimulation_14",29,813,1000
"ExtSimulation_14",30,842,1000
"ExtSimulation_14",31,862,1000
"ExtSimulation_14",32,878,1000
"ExtSimulation_14",33,900,1000
"ExtSimulation_14",34,920,1000
"ExtSimulation_14",35,930,1000
"ExtSimulation_14",36,942,1000
"ExtSimulation_15",15,68,1000
"ExtSimulation_15",16,104,1000
"ExtSimulation_15",17,148,1000
"ExtSimulation_15",18,192,1000
"ExtSimulation_15",19,241,1000
"ExtSimulation_15",20,292,1000
"ExtSimulation_15",21,351,1000
"ExtSimulation_15",22,414,1000
"ExtSimulation_15",23,478,1000
"ExtSimulation_15",24,538,1000
"ExtSimulation_15",25,602,1000
"ExtSimulation_15",26,657,1000
"ExtSimulation_15",27,708,1000
"ExtSimulation_15",28,746,1000
"ExtSimulation_15",29,792,1000
"ExtSimulation_15",30,824,1000
"ExtSimulation_15",31,849,1000
"ExtSimulation_15",32,876,1000
"ExtSimulation_15",33,894,1000
"ExtSimulation_15",34,921,1000
"ExtSimulation_15",35,937,1000
"ExtSimulation_15",36,954,1000
"ExtSimulation_16",15,62,1000
"ExtSimulation_16",16,96,1000
"ExtSimulation_16",17,136,1000
"ExtSimulation_16",18,181,1000
"ExtSimulation_16",19,239,1000
"ExtSimulation_16",20,312,1000
"ExtSimulation_16",21,371,1000
"ExtSimulation_16",22,428,1000
"ExtSimulation_16",23,480,1000
"ExtSimulation_16",24,544,1000
"ExtSimulation_16",25,596,1000
"ExtSimulation_16",26,649,1000
"ExtSimulation_16",27,696,1000
"ExtSimulation_16",28,742,1000
"ExtSimulation_16",29,785,1000
"ExtSimulation_16",30,816,1000
"ExtSimulation_16",31,851,1000
"ExtSimulation_16",32,877,1000
"ExtSimulation_16",33,900,1000
"ExtSimulation_16",34,921,1000
"ExtSimulation_16",35,935,1000
"ExtSimulation_16",36,947,1000
"ExtSimulation_17",15,73,1000
"ExtSimulation_17",16,107,1000
"ExtSimulation_17",17,145,1000
"ExtSimulation_17",18,199,1000
"ExtSimulation_17",19,253,1000
"ExtSimulation_17",20,312,1000
"ExtSimulation_17",21,362,1000
"ExtSimulation_17",22,421,1000
"ExtSimulation_17",23,473,1000
"ExtSimulation_17",24,533,1000
"ExtSimulation_17",25,582,1000
"ExtSimulation_17",26,639,1000
"ExtSimulation_17",27,686,1000
"ExtSimulation_17",28,741,1000
"ExtSimulation_17",29,783,1000
"ExtSimulation_17",30,827,1000
"ExtSimulation_17",31,858,1000
"ExtSimulation_17",32,879,1000
"ExtSimulation_17",33,898,1000
"ExtSimulation_17",34,919,1000
"ExtSimulation_17",35,938,1000
"ExtSimulation_17",36,950,1000
"ExtSimulation_18",15,71,1000
"ExtSimulation_18",16,100,1000
"ExtSimulation_18",17,150,1000
"ExtSimulation_18",18,200,1000
"ExtSimulation_18",19,253,1000
"ExtSimulation_18",20,316,1000
"ExtSimulation_18",21,374,1000
"ExtSimulation_18",22,430,1000
"ExtSimulation_18",23,485,1000
"ExtSimulation_18",24,553,1000
"ExtSimulation_18",25,611,1000
"ExtSimulation_18",26,653,1000
"ExtSimulation_18",27,708,1000
"ExtSimulation_18",28,744,1000
"ExtSimulation_18",29,793,1000
"ExtSimulation_18",30,824,1000
"ExtSimulation_18",31,857,1000
"ExtSimulation_18",32,882,1000
"ExtSimulation_18",33,900,1000
"ExtSimulation_18",34,923,1000
"ExtSimulation_18",35,938,1000
"ExtSimulation_18",36,952,1000
"ExtSimulation_19",15,72,1000
"ExtSimulation_19",16,102,1000
"ExtSimulation_19",17,137,1000
"ExtSimulation_19",18,178,1000
"ExtSimulation_19",19,233,1000
"ExtSimulation_19",20,283,1000
"ExtSimulation_19",21,346,1000
"ExtSimulation_19",22,392,1000
"ExtSimulation_19",23,448,1000
"ExtSimulation_19",24,521,1000
"ExtSimulation_19",25,580,1000
"ExtSimulation_19",26,628,1000
"ExtSimulation_19",27,691,1000
"ExtSimulation_19",28,738,1000
"ExtSimulation_19",29,777,1000
"ExtSimulation_19",30,815,1000
"ExtSimulation_19",31,851,1000
"ExtSimulation_19",32,876,1000
"ExtSimulation_19",33,899,1000
"ExtSimulation_19",34,924,1000
"ExtSimulation_19",35,941,1000
"ExtSimulation_19",36,947,1000
"ExtSimulation_20",15,61,1000
"ExtSimulation_20",16,99,1000
"ExtSimulation_20",17,142,1000
"ExtSimulation_20",18,186,1000
"ExtSimulation_20",19,232,1000
"ExtSimulation_20",20,298,1000
"ExtSimulation_20",21,358,1000
"ExtSimulation_20",22,420,1000
"ExtSimulation_20",23,476,1000
"ExtSimulation_20",24,537,1000
"ExtSimulation_20",25,587,1000
"ExtSimulation_20",26,645,1000
"ExtSimulation_20",27,691,1000
"ExtSimulation_20",28,741,1000
"ExtSimulation_20",29,782,1000
"ExtSimulation_20",30,818,1000
"ExtSimulation_20",31,841,1000
"ExtSimulation_20",32,873,1000
"ExtSimulation_20",33,906,1000
"ExtSimulation_20",34,925,1000
"ExtSimulation_20",35,937,1000
"ExtSimulation_20",36,947,1000
"ExtSimulation_21",15,67,1000
"ExtSimulation_21",16,109,1000
"ExtSimulation_21",17,143,1000
"ExtSimulation_21",18,194,1000
"ExtSimulation_21",19,249,1000
"ExtSimulation_21",20,302,1000
"ExtSimulation_21",21,368,1000
"ExtSimulation_21",22,432,1000
"ExtSimulation_21",23,487,1000
"ExtSimulation_21",24,551,1000
"ExtSimulation_21",25,603,1000
"ExtSimulation_21",26,653,1000
"ExtSimulation_21",27,696,1000
"ExtSimulation_21",28,748,1000
"ExtSimulation_21",29,791,1000
"ExtSimulation_21",30,822,1000
"ExtSimulation_21",31,855,1000
"ExtSimulation_21",32,881,1000
"ExtSimulation_21",33,907,1000
"ExtSimulation_21",34,928,1000
"ExtSimulation_21",35,937,1000
"ExtSimulation_21",36,946,1000
"ExtSimulation_22",15,79,1000
"ExtSimulation_22",16,112,1000
"ExtSimulation_22",17,157,1000
"ExtSimulation_22",18,207,1000
"ExtSimulation_22",19,264,1000
"ExtSimulation_22",20,332,1000
"ExtSimulation_22",21,401,1000
"ExtSimulation_22",22,455,1000
"ExtSimulation_22",23,516,1000
"ExtSimulation_22",24,566,1000
"ExtSimulation_22",25,608,1000
"ExtSimulation_22",26,660,1000
"ExtSimulation_22",27,712,1000
"ExtSimulation_22",28,753,1000
"ExtSimulation_22",29,799,1000
"ExtSimulation_22",30,828,1000
"ExtSimulation_22",31,859,1000
"ExtSimulation_22",32,874,1000
"ExtSimulation_22",33,890,1000
"ExtSimulation_22",34,909,1000
"ExtSimulation_22",35,926,1000
"ExtSimulation_22",36,940,1000
"ExtSimulation_23",15,64,1000
"ExtSimulation_23",16,96,1000
"ExtSimulation_23",17,138,1000
"ExtSimulation_23",18,175,1000
"ExtSimulation_23",19,234,1000
"ExtSimulation_23",20,300,1000
"ExtSimulation_23",21,359,1000
"ExtSimulation_23",22,418,1000
"ExtSimulation_23",23,487,1000
"ExtSimulation_23",24,542,1000
"ExtSimulation_23",25,600,1000
"ExtSimulation_23",26,644,1000
"ExtSimulation_23",27,699,1000
"ExtSimulation_23",28,747,1000
"ExtSimulation_23",29,795,1000
"ExtSimulation_23",30,840,1000
"ExtSimulation_23",31,875,1000
"ExtSimulation_23",32,903,1000
"ExtSimulation_23",33,925,1000
"ExtSimulation_23",34,940,1000
"ExtSimulation_23",35,954,1000
"ExtSimulation_23",36,968,1000
"ExtSimulation_24",15,69,1000
"ExtSimulation_24",16,99,1000
"ExtSimulation_24",17,140,1000
"ExtSimulation_24",18,190,1000
"ExtSimulation_24",19,246,1000
"ExtSimulation_24",20,298,1000
"ExtSimulation_24",21,363,1000
"ExtSimulation_24",22,425,1000
"ExtSimulation_24",23,497,1000
"ExtSimulation_24",24,564,1000
"ExtSimulation_24",25,611,1000
"ExtSimulation_24",26,667,1000
"ExtSimulation_24",27,705,1000
"ExtSimulation_24",28,756,1000
"ExtSimulation_24",29,789,1000
"ExtSimulation_24",30,822,1000
"ExtSimulation_24",31,857,1000
"ExtSimulation_24",32,889,1000
"ExtSimulation_24",33,909,1000
"ExtSimulation_24",34,922,1000
"ExtSimulation_24",35,938,1000
"ExtSimulation_24",36,952,1000
"ExtSimulation_25",15,73,1000
"ExtSimulation_25",16,113,1000
"ExtSimulation_25",17,155,1000
"ExtSimulation_25",18,194,1000
"ExtSimulation_25",19,242,1000
"ExtSimulation_25",20,299,1000
"ExtSimulation_25",21,360,1000
"ExtSimulation_25",22,429,1000
"ExtSimulation_25",23,480,1000
"ExtSimulation_25",24,529,1000
"ExtSimulation_25",25,588,1000
"ExtSimulation_25",26,633,1000
"ExtSimulation_25",27,682,1000
"ExtSimulation_25",28,729,1000
"ExtSimulation_25",29,777,1000
"ExtSimulation_25",30,818,1000
"ExtSimulation_25",31,847,1000
"ExtSimulation_25",32,877,1000
"ExtSimulation_25",33,895,1000
"ExtSimulation_25",34,913,1000
"ExtSimulation_25",35,929,1000
"ExtSimulation_25",36,943,1000
"ExtSimulation_26",15,57,1000
"ExtSimulation_26",16,93,1000
"ExtSimulation_26",17,125,1000
"ExtSimulation_26",18,168,1000
"ExtSimulation_26",19,215,1000
"ExtSimulation_26",20,282,1000
"ExtSimulation_26",21,328,1000
"ExtSimulation_26",22,391,1000
"ExtSimulation_26",23,447,1000
"ExtSimulation_26",24,516,1000
"ExtSimulation_26",25,578,1000
"ExtSimulation_26",26,648,1000
"ExtSimulation_26",27,696,1000
"ExtSimulation_26",28,744,1000
"ExtSimulation_26",29,777,1000
"ExtSimulation_26",30,808,1000
"ExtSimulation_26",31,846,1000
"ExtSimulation_26",32,879,1000
"ExtSimulation_26",33,898,1000
"ExtSimulation_26",34,915,1000
"ExtSimulation_26",35,931,1000
"ExtSimulation_26",36,943,1000
"ExtSimulation_27",15,72,1000
"ExtSimulation_27",16,108,1000
"ExtSimulation_27",17,149,1000
"ExtSimulation_27",18,205,1000
"ExtSimulation_27",19,259,1000
"ExtSimulation_27",20,307,1000
"ExtSimulation_27",21,368,1000
"ExtSimulation_27",22,425,1000
"ExtSimulation_27",23,482,1000
"ExtSimulation_27",24,539,1000
"ExtSimulation_27",25,597,1000
"ExtSimulation_27",26,658,1000
"ExtSimulation_27",27,724,1000
"ExtSimulation_27",28,770,1000
"ExtSimulation_27",29,818,1000
"ExtSimulation_27",30,838,1000
"ExtSimulation_27",31,868,1000
"ExtSimulation_27",32,894,1000
"ExtSimulation_27",33,910,1000
"ExtSimulation_27",34,927,1000
"ExtSimulation_27",35,935,1000
"ExtSimulation_27",36,953,1000
"ExtSimulation_28",15,64,1000
"ExtSimulation_28",16,86,1000
"ExtSimulation_28",17,126,1000
"ExtSimulation_28",18,170,1000
"ExtSimulation_28",19,221,1000
"ExtSimulation_28",20,287,1000
"ExtSimulation_28",21,355,1000
"ExtSimulation_28",22,404,1000
"ExtSimulation_28",23,473,1000
"ExtSimulation_28",24,523,1000
"ExtSimulation_28",25,586,1000
"ExtSimulation_28",26,638,1000
"ExtSimulation_28",27,685,1000
"ExtSimulation_28",28,722,1000
"ExtSimulation_28",29,765,1000
"ExtSimulation_28",30,806,1000
"ExtSimulation_28",31,841,1000
"ExtSimulation_28",32,877,1000
"ExtSimulation_28",33,897,1000
"ExtSimulation_28",34,917,1000
"ExtSimulation_28",35,928,1000
"ExtSimulation_28",36,941,1000
"ExtSimulation_29",15,73,1000
"ExtSimulation_29",16,108,1000
"ExtSimulation_29",17,150,1000
"ExtSimulation_29",18,209,1000
"ExtSimulation_29",19,258,1000
"ExtSimulation_29",20,313,1000
"ExtSimulation_29",21,375,1000
"ExtSimulation_29",22,441,1000
"ExtSimulation_29",23,504,1000
"ExtSimulation_29",24,547,1000
"ExtSimulation_29",25,592,1000
"ExtSimulation_29",26,649,1000
"ExtSimulation_29",27,703,1000
"ExtSimulation_29",28,754,1000
"ExtSimulation_29",29,799,1000
"ExtSimulation_29",30,827,1000
"ExtSimulation_29",31,855,1000
"ExtSimulation_29",32,876,1000
"ExtSimulation_29",33,899,1000
"ExtSimulation_29",34,922,1000
"ExtSimulation_29",35,938,1000
"ExtSimulation_29",36,951,1000
"ExtSimulation_30",15,71,1000
"ExtSimulation_30",16,97,1000
"ExtSimulation_30",17,132,1000
"ExtSimulation_30",18,181,1000
"ExtSimulation_30",19,241,1000
"ExtSimulation_30",20,309,1000
"ExtSimulation_30",21,368,1000
"ExtSimulation_30",22,429,1000
"ExtSimulation_30",23,498,1000
"ExtSimulation_30",24,564,1000
"ExtSimulation_30",25,625,1000
"ExtSimulation_30",26,681,1000
"ExtSimulation_30",27,735,1000
"ExtSimulation_30",28,775,1000
"ExtSimulation_30",29,804,1000
"ExtSimulation_30",30,835,1000
"ExtSimulation_30",31,861,1000
"ExtSimulation_30",32,896,1000
"ExtSimulation_30",33,914,1000
"ExtSimulation_30",34,931,1000
"ExtSimulation_30",35,942,1000
"ExtSimulation_30",36,954,1000
"ExtSimulation_31",15,66,1000
"ExtSimulation_31",16,103,1000
"ExtSimulation_31",17,133,1000
"ExtSimulation_31",18,185,1000
"ExtSimulation_31",19,240,1000
"ExtSimulation_31",20,310,1000
"ExtSimulation_31",21,365,1000
"ExtSimulation_31",22,423,1000
"ExtSimulation_31",23,483,1000
"ExtSimulation_31",24,542,1000
"ExtSimulation_31",25,585,1000
"ExtSimulation_31",26,627,1000
"ExtSimulation_31",27,675,1000
"ExtSimulation_31",28,730,1000
"ExtSimulation_31",29,776,1000
"ExtSimulation_31",30,811,1000
"ExtSimulation_31",31,846,1000
"ExtSimulation_31",32,874,1000
"ExtSimulation_31",33,892,1000
"ExtSimulation_31",34,916,1000
"ExtSimulation_31",35,931,1000
"ExtSimulation_31",36,948,1000
"ExtSimulation_32",15,82,1000
"ExtSimulation_32",16,111,1000
"ExtSimulation_32",17,151,1000
"ExtSimulation_32",18,193,1000
"ExtSimulation_32",19,250,1000
"ExtSimulation_32",20,301,1000
"ExtSimulation_32",21,362,1000
"ExtSimulation_32",22,431,1000
"ExtSimulation_32",23,499,1000
"ExtSimulation_32",24,565,1000
"ExtSimulation_32",25,613,1000
"ExtSimulation_32",26,666,1000
"ExtSimulation_32",27,716,1000
"ExtSimulation_32",28,762,1000
"ExtSimulation_32",29,803,1000
"ExtSimulation_32",30,842,1000
"ExtSimulation_32",31,861,1000
"ExtSimulation_32",32,881,1000
"ExtSimulation_32",33,898,1000
"ExtSimulation_32",34,911,1000
"ExtSimulation_32",35,933,1000
"ExtSimulation_32",36,949,1000
"ExtSimulation_33",15,60,1000
"ExtSimulation_33",16,101,1000
"ExtSimulation_33",17,141,1000
"ExtSimulation_33",18,190,1000
"ExtSimulation_33",19,239,1000
"ExtSimulation_33",20,283,1000
"ExtSimulation_33",21,333,1000
"ExtSimulation_33",22,392,1000
"ExtSimulation_33",23,455,1000
"ExtSimulation_33",24,527,1000
"ExtSimulation_33",25,583,1000
"ExtSimulation_33",26,648,1000
"ExtSimulation_33",27,682,1000
"ExtSimulation_33",28,728,1000
"ExtSimulation_33",29,777,1000
"ExtSimulation_33",30,811,1000
"ExtSimulation_33",31,839,1000
"ExtSimulation_33",32,872,1000
"ExtSimulation_33",33,901,1000
"ExtSimulation_33",34,921,1000
"ExtSimulation_33",35,941,1000
"ExtSimulation_33",36,955,1000
"ExtSimulation_34",15,84,1000
"ExtSimulation_34",16,115,1000
"ExtSimulation_34",17,164,1000
"ExtSimulation_34",18,212,1000
"ExtSimulation_34",19,261,1000
"ExtSimulation_34",20,332,1000
"ExtSimulation_34",21,392,1000
"ExtSimulation_34",22,453,1000
"ExtSimulation_34",23,515,1000
"ExtSimulation_34",24,555,1000
"ExtSimulation_34",25,619,1000
"ExtSimulation_34",26,681,1000
"ExtSimulation_34",27,727,1000
"ExtSimulation_34",28,769,1000
"ExtSimulation_34",29,811,1000
"ExtSimulation_34",30,847,1000
"ExtSimulation_34",31,874,1000
"ExtSimulation_34",32,896,1000
"ExtSimulation_34",33,913,1000
"ExtSimulation_34",34,932,1000
"ExtSimulation_34",35,943,1000
"ExtSimulation_34",36,953,1000
"ExtSimulation_35",15,76,1000
"ExtSimulation_35",16,118,1000
"ExtSimulation_35",17,157,1000
"ExtSimulation_35",18,200,1000
"ExtSimulation_35",19,255,1000
"ExtSimulation_35",20,323,1000
"ExtSimulation_35",21,396,1000
"ExtSimulation_35",22,456,1000
"ExtSimulation_35",23,524,1000
"ExtSimulation_35",24,571,1000
"ExtSimulation_35",25,626,1000
"ExtSimulation_35",26,681,1000
"ExtSimulation_35",27,719,1000
"ExtSimulation_35",28,762,1000
"ExtSimulation_35",29,805,1000
"ExtSimulation_35",30,836,1000
"ExtSimulation_35",31,865,1000
"ExtSimulation_35",32,891,1000
"ExtSimulation_35",33,912,1000
"ExtSimulation_35",34,931,1000
"ExtSimulation_35",35,942,1000
"ExtSimulation_35",36,953,1000
"ExtSimulation_36",15,80,1000
"ExtSimulation_36",16,116,1000
"ExtSimulation_36",17,160,1000
"ExtSimulation_36",18,199,1000
"ExtSimulation_36",19,255,1000
"ExtSimulation_36",20,312,1000
