"Simulation","age","yes","N"
"ExtSimulation_10",34,936,1000
"ExtSimulation_10",35,946,1000
"ExtSimulation_10",36,960,1000
"ExtSimulation_11",15,54,1000
"ExtSimulation_11",16,84,1000
"ExtSimulation_11",17,124,1000
"ExtSimulation_11",18,164,1000
"ExtSimulation_11",19,222,1000
"ExtSimulation_11",20,284,1000
"ExtSimulation_11",21,349,1000
"ExtSimulation_11",22,403,1000
"ExtSimulation_11",23,468,1000
"ExtSimulation_11",24,521,1000
"ExtSimulation_11",25,592,1000
"ExtSimulation_11",26,655,1000
"ExtSimulation_11",27,704,1000
"ExtSimulation_11",28,744,1000
"ExtSimulation_11",29,789,1000
"ExtSimulation_11",30,829,1000
"ExtSimulation_11",31,854,1000
"ExtSimulation_11",32,879,1000
"ExtSimulation_11",33,903,1000
"ExtSimulation_11",34,921,1000
"ExtSimulation_11",35,942,1000
"ExtSimulation_11",36,956,1000
"ExtSimulation_12",15,62,1000
"ExtSimulation_12",16,90,1000
"ExtSimulation_12",17,124,1000
"ExtSimulation_12",18,177,1000
"ExtSimulation_12",19,222,1000
"ExtSimulation_12",20,281,1000
"ExtSimulation_12",21,338,1000
"ExtSimulation_12",22,412,1000
"ExtSimulation_12",23,482,1000
"ExtSimulation_12",24,541,1000
"ExtSimulation_12",25,610,1000
"ExtSimulation_12",26,661,1000
"ExtSimulation_12",27,725,1000
"ExtSimulation_12",28,779,1000
"ExtSimulation_12",29,821,1000
"ExtSimulation_12",30,856,1000
"ExtSimulation_12",31,882,1000
"ExtSimulation_12",32,914,1000
"ExtSimulation_12",33,937,1000
"ExtSimulation_12",34,951,1000
"ExtSimulation_12",35,965,1000
"ExtSimulation_12",36,977,1000
"ExtSimulation_13",15,53,1000
"ExtSimulation_13",16,78,1000
"ExtSimulation_13",17,119,1000
"ExtSimulation_13",18,164,1000
"ExtSimulation_13",19,206,1000
"ExtSimulation_13",20,251,1000
"ExtSimulation_13",21,316,1000
"ExtSimulation_13",22,384,1000
"ExtSimulation_13",23,454,1000
"ExtSimulation_13",24,526,1000
"ExtSimulation_13",25,582,1000
"ExtSimulation_13",26,641,1000
"ExtSimulation_13",27,682,1000
"ExtSimulation_13",28,731,1000
"ExtSimulation_13",29,777,1000
"ExtSimulation_13",30,818,1000
"ExtSimulation_13",31,846,1000
"ExtSimulation_13",32,875,1000
"ExtSimulation_13",33,901,1000
"ExtSimulation_13",34,920,1000
"ExtSimulation_13",35,934,1000
"ExtSimulation_13",36,943,1000
"ExtSimulation_14",15,46,1000
"ExtSimulation_14",16,75,1000
"ExtSimulation_14",17,118,1000
"ExtSimulation_14",18,162,1000
"ExtSimulation_14",19,212,1000
"ExtSimulation_14",20,273,1000
"ExtSimulation_14",21,333,1000
"ExtSimulation_14",22,411,1000
"ExtSimulation_14",23,470,1000
"ExtSimulation_14",24,532,1000
"ExtSimulation_14",25,601,1000
"ExtSimulation_14",26,665,1000
"ExtSimulation_14",27,713,1000
"ExtSimulation_14",28,758,1000
"ExtSimulation_14",29,807,1000
"ExtSimulation_14",30,844,1000
"ExtSimulation_14",31,877,1000
"ExtSimulation_14",32,896,1000
"ExtSimulation_14",33,916,1000
"ExtSimulation_14",34,932,1000
"ExtSimulation_14",35,947,1000
"ExtSimulation_14",36,962,1000
"ExtSimulation_15",15,49,1000
"ExtSimulation_15",16,65,1000
"ExtSimulation_15",17,113,1000
"ExtSimulation_15",18,160,1000
"ExtSimulation_15",19,220,1000
"ExtSimulation_15",20,293,1000
"ExtSimulation_15",21,365,1000
"ExtSimulation_15",22,418,1000
"ExtSimulation_15",23,478,1000
"ExtSimulation_15",24,543,1000
"ExtSimulation_15",25,608,1000
"ExtSimulation_15",26,666,1000
"ExtSimulation_15",27,718,1000
"ExtSimulation_15",28,769,1000
"ExtSimulation_15",29,807,1000
"ExtSimulation_15",30,832,1000
"ExtSimulation_15",31,859,1000
"ExtSimulation_15",32,886,1000
"ExtSimulation_15",33,913,1000
"ExtSimulation_15",34,927,1000
"ExtSimulation_15",35,948,1000
"ExtSimulation_15",36,959,1000
"ExtSimulation_16",15,51,1000
"ExtSimulation_16",16,86,1000
"ExtSimulation_16",17,125,1000
"ExtSimulation_16",18,177,1000
"ExtSimulation_16",19,236,1000
"ExtSimulation_16",20,296,1000
"ExtSimulation_16",21,365,1000
"ExtSimulation_16",22,435,1000
"ExtSimulation_16",23,491,1000
"ExtSimulation_16",24,549,1000
"ExtSimulation_16",25,611,1000
"ExtSimulation_16",26,658,1000
"ExtSimulation_16",27,698,1000
"ExtSimulation_16",28,755,1000
"ExtSimulation_16",29,791,1000
"ExtSimulation_16",30,827,1000
"ExtSimulation_16",31,855,1000
"ExtSimulation_16",32,882,1000
"ExtSimulation_16",33,908,1000
"ExtSimulation_16",34,926,1000
"ExtSimulation_16",35,944,1000
"ExtSimulation_16",36,953,1000
"ExtSimulation_17",15,40,1000
"ExtSimulation_17",16,70,1000
"ExtSimulation_17",17,98,1000
"ExtSimulation_17",18,142,1000
"ExtSimulation_17",19,190,1000
"ExtSimulation_17",20,249,1000
"ExtSimulation_17",21,316,1000
"ExtSimulation_17",22,389,1000
"ExtSimulation_17",23,462,1000
"ExtSimulation_17",24,526,1000
"ExtSimulation_17",25,590,1000
"ExtSimulation_17",26,657,1000
"ExtSimulation_17",27,707,1000
"ExtSimulation_17",28,747,1000
"ExtSimulation_17",29,798,1000
"ExtSimulation_17",30,837,1000
"ExtSimulation_17",31,867,1000
"ExtSimulation_17",32,891,1000
"ExtSimulation_17",33,913,1000
"ExtSimulation_17",34,933,1000
"ExtSimulation_17",35,942,1000
"ExtSimulation_17",36,954,1000
"ExtSimulation_18",15,54,1000
"ExtSimulation_18",16,87,1000
"ExtSimulation_18",17,125,1000
"ExtSimulation_18",18,161,1000
"ExtSimulation_18",19,209,1000
"ExtSimulation_18",20,274,1000
"ExtSimulation_18",21,338,1000
"ExtSimulation_18",22,410,1000
"ExtSimulation_18",23,486,1000
"ExtSimulation_18",24,562,1000
"ExtSimulation_18",25,618,1000
"ExtSimulation_18",26,676,1000
"ExtSimulation_18",27,730,1000
"ExtSimulation_18",28,789,1000
"ExtSimulation_18",29,827,1000
"ExtSimulation_18",30,853,1000
"ExtSimulation_18",31,884,1000
"ExtSimulation_18",32,905,1000
"ExtSimulation_18",33,924,1000
"ExtSimulation_18",34,937,1000
"ExtSimulation_18",35,958,1000
"ExtSimulation_18",36,966,1000
"ExtSimulation_19",15,49,1000
"ExtSimulation_19",16,86,1000
"ExtSimulation_19",17,124,1000
"ExtSimulation_19",18,166,1000
"ExtSimulation_19",19,209,1000
"ExtSimulation_19",20,261,1000
"ExtSimulation_19",21,313,1000
"ExtSimulation_19",22,381,1000
"ExtSimulation_19",23,454,1000
"ExtSimulation_19",24,520,1000
"ExtSimulation_19",25,577,1000
"ExtSimulation_19",26,628,1000
"ExtSimulation_19",27,685,1000
"ExtSimulation_19",28,735,1000
"ExtSimulation_19",29,785,1000
"ExtSimulation_19",30,822,1000
"ExtSimulation_19",31,849,1000
"ExtSimulation_19",32,875,1000
"ExtSimulation_19",33,898,1000
"ExtSimulation_19",34,918,1000
"ExtSimulation_19",35,935,1000
"ExtSimulation_19",36,949,1000
"ExtSimulation_20",15,47,1000
"ExtSimulation_20",16,83,1000
"ExtSimulation_20",17,120,1000
"ExtSimulation_20",18,165,1000
"ExtSimulation_20",19,221,1000
"ExtSimulation_20",20,278,1000
"ExtSimulation_20",21,359,1000
"ExtSimulation_20",22,419,1000
"ExtSimulation_20",23,472,1000
"ExtSimulation_20",24,542,1000
"ExtSimulation_20",25,605,1000
"ExtSimulation_20",26,664,1000
"ExtSimulation_20",27,711,1000
"ExtSimulation_20",28,759,1000
"ExtSimulation_20",29,800,1000
"ExtSimulation_20",30,837,1000
"ExtSimulation_20",31,867,1000
"ExtSimulation_20",32,895,1000
"ExtSimulation_20",33,915,1000
"ExtSimulation_20",34,930,1000
"ExtSimulation_20",35,945,1000
"ExtSimulation_20",36,959,1000
"ExtSimulation_21",15,67,1000
"ExtSimulation_21",16,96,1000
"ExtSimulation_21",17,133,1000
"ExtSimulation_21",18,180,1000
"ExtSimulation_21",19,237,1000
"ExtSimulation_21",20,310,1000
"ExtSimulation_21",21,376,1000
"ExtSimulation_21",22,436,1000
"ExtSimulation_21",23,494,1000
"ExtSimulation_21",24,561,1000
"ExtSimulation_21",25,615,1000
"ExtSimulation_21",26,673,1000
"ExtSimulation_21",27,722,1000
"ExtSimulation_21",28,767,1000
"ExtSimulation_21",29,807,1000
"ExtSimulation_21",30,843,1000
"ExtSimulation_21",31,872,1000
"ExtSimulation_21",32,896,1000
"ExtSimulation_21",33,914,1000
"ExtSimulation_21",34,928,1000
"ExtSimulation_21",35,947,1000
"ExtSimulation_21",36,958,1000
"ExtSimulation_22",15,54,1000
"ExtSimulation_22",16,80,1000
"ExtSimulation_22",17,120,1000
"ExtSimulation_22",18,149,1000
"ExtSimulation_22",19,199,1000
"ExtSimulation_22",20,253,1000
"ExtSimulation_22",21,320,1000
"ExtSimulation_22",22,390,1000
"ExtSimulation_22",23,467,1000
"ExtSimulation_22",24,533,1000
"ExtSimulation_22",25,605,1000
"ExtSimulation_22",26,676,1000
"ExtSimulation_22",27,725,1000
"ExtSimulation_22",28,772,1000
"ExtSimulation_22",29,806,1000
"ExtSimulation_22",30,845,1000
"ExtSimulation_22",31,875,1000
"ExtSimulation_22",32,892,1000
"ExtSimulation_22",33,911,1000
"ExtSimulation_22",34,925,1000
"ExtSimulation_22",35,936,1000
"ExtSimulation_22",36,956,1000
"ExtSimulation_23",15,54,1000
"ExtSimulation_23",16,81,1000
"ExtSimulation_23",17,127,1000
"ExtSimulation_23",18,167,1000
"ExtSimulation_23",19,215,1000
"ExtSimulation_23",20,277,1000
"ExtSimulation_23",21,334,1000
"ExtSimulation_23",22,396,1000
"ExtSimulation_23",23,468,1000
"ExtSimulation_23",24,545,1000
"ExtSimulation_23",25,596,1000
"ExtSimulation_23",26,641,1000
"ExtSimulation_23",27,703,1000
"ExtSimulation_23",28,751,1000
"ExtSimulation_23",29,795,1000
"ExtSimulation_23",30,836,1000
"ExtSimulation_23",31,868,1000
"ExtSimulation_23",32,893,1000
"ExtSimulation_23",33,915,1000
"ExtSimulation_23",34,929,1000
"ExtSimulation_23",35,941,1000
"ExtSimulation_23",36,954,1000
"ExtSimulation_24",15,42,1000
"ExtSimulation_24",16,75,1000
"ExtSimulation_24",17,102,1000
"ExtSimulation_24",18,166,1000
"ExtSimulation_24",19,224,1000
"ExtSimulation_24",20,284,1000
"ExtSimulation_24",21,338,1000
"ExtSimulation_24",22,416,1000
"ExtSimulation_24",23,476,1000
"ExtSimulation_24",24,546,1000
"ExtSimulation_24",25,613,1000
"ExtSimulation_24",26,674,1000
"ExtSimulation_24",27,721,1000
"ExtSimulation_24",28,769,1000
"ExtSimulation_24",29,805,1000
"ExtSimulation_24",30,832,1000
"ExtSimulation_24",31,865,1000
"ExtSimulation_24",32,894,1000
"ExtSimulation_24",33,912,1000
"ExtSimulation_24",34,931,1000
"ExtSimulation_24",35,945,1000
"ExtSimulation_24",36,958,1000
"ExtSimulation_25",15,55,1000
"ExtSimulation_25",16,93,1000
"ExtSimulation_25",17,132,1000
"ExtSimulation_25",18,184,1000
"ExtSimulation_25",19,237,1000
"ExtSimulation_25",20,299,1000
"ExtSimulation_25",21,361,1000
"ExtSimulation_25",22,432,1000
"ExtSimulation_25",23,489,1000
"ExtSimulation_25",24,564,1000
"ExtSimulation_25",25,629,1000
"ExtSimulation_25",26,676,1000
"ExtSimulation_25",27,730,1000
"ExtSimulation_25",28,785,1000
"ExtSimulation_25",29,828,1000
"ExtSimulation_25",30,855,1000
"ExtSimulation_25",31,878,1000
"ExtSimulation_25",32,900,1000
"ExtSimulation_25",33,920,1000
"ExtSimulation_25",34,940,1000
"ExtSimulation_25",35,957,1000
"ExtSimulation_25",36,965,1000
"ExtSimulation_26",15,67,1000
"ExtSimulation_26",16,90,1000
"ExtSimulation_26",17,127,1000
"ExtSimulation_26",18,180,1000
"ExtSimulation_26",19,242,1000
"ExtSimulation_26",20,293,1000
"ExtSimulation_26",21,359,1000
"ExtSimulation_26",22,427,1000
"ExtSimulation_26",23,477,1000
"ExtSimulation_26",24,545,1000
"ExtSimulation_26",25,595,1000
"ExtSimulation_26",26,644,1000
"ExtSimulation_26",27,700,1000
"ExtSimulation_26",28,754,1000
"ExtSimulation_26",29,792,1000
"ExtSimulation_26",30,834,1000
"ExtSimulation_26",31,865,1000
"ExtSimulation_26",32,880,1000
"ExtSimulation_26",33,898,1000
"ExtSimulation_26",34,925,1000
"ExtSimulation_26",35,939,1000
"ExtSimulation_26",36,949,1000
"ExtSimulation_27",15,49,1000
"ExtSimulation_27",16,70,1000
"ExtSimulation_27",17,109,1000
"ExtSimulation_27",18,166,1000
"ExtSimulation_27",19,222,1000
"ExtSimulation_27",20,286,1000
"ExtSimulation_27",21,369,1000
"ExtSimulation_27",22,430,1000
"ExtSimulation_27",23,480,1000
"ExtSimulation_27",24,537,1000
"ExtSimulation_27",25,595,1000
"ExtSimulation_27",26,651,1000
"ExtSimulation_27",27,697,1000
"ExtSimulation_27",28,743,1000
"ExtSimulation_27",29,799,1000
"ExtSimulation_27",30,826,1000
"ExtSimulation_27",31,866,1000
"ExtSimulation_27",32,883,1000
"ExtSimulation_27",33,904,1000
"ExtSimulation_27",34,927,1000
"ExtSimulation_27",35,941,1000
"ExtSimulation_27",36,953,1000
"ExtSimulation_28",15,57,1000
"ExtSimulation_28",16,93,1000
"ExtSimulation_28",17,133,1000
"ExtSimulation_28",18,173,1000
"ExtSimulation_28",19,234,1000
"ExtSimulation_28",20,294,1000
"ExtSimulation_28",21,349,1000
"ExtSimulation_28",22,424,1000
"ExtSimulation_28",23,494,1000
"ExtSimulation_28",24,548,1000
"ExtSimulation_28",25,604,1000
"ExtSimulation_28",26,655,1000
"ExtSimulation_28",27,711,1000
"ExtSimulation_28",28,749,1000
"ExtSimulation_28",29,790,1000
"ExtSimulation_28",30,831,1000
"ExtSimulation_28",31,857,1000
"ExtSimulation_28",32,878,1000
"ExtSimulation_28",33,903,1000
"ExtSimulation_28",34,923,1000
"ExtSimulation_28",35,942,1000
"ExtSimulation_28",36,951,1000
"ExtSimulation_29",15,60,1000
"ExtSimulation_29",16,86,1000
"ExtSimulation_29",17,128,1000
"ExtSimulation_29",18,175,1000
"ExtSimulation_29",19,213,1000
"ExtSimulation_29",20,273,1000
"ExtSimulation_29",21,342,1000
"ExtSimulation_29",22,416,1000
"ExtSimulation_29",23,473,1000
"ExtSimulation_29",24,525,1000
"ExtSimulation_29",25,588,1000
"ExtSimulation_29",26,643,1000
"ExtSimulation_29",27,693,1000
"ExtSimulation_29",28,737,1000
"ExtSimulation_29",29,779,1000
"ExtSimulation_29",30,823,1000
"ExtSimulation_29",31,856,1000
"ExtSimulation_29",32,893,1000
"ExtSimulation_29",33,918,1000
"ExtSimulation_29",34,936,1000
"ExtSimulation_29",35,947,1000
"ExtSimulation_29",36,965,1000
"ExtSimulation_30",15,50,1000
"ExtSimulation_30",16,77,1000
"ExtSimulation_30",17,122,1000
"ExtSimulation_30",18,171,1000
"ExtSimulation_30",19,232,1000
"ExtSimulation_30",20,295,1000
"ExtSimulation_30",21,364,1000
"ExtSimulation_30",22,433,1000
"ExtSimulation_30",23,490,1000
"ExtSimulation_30",24,557,1000
"ExtSimulation_30",25,623,1000
"ExtSimulation_30",26,674,1000
"ExtSimulation_30",27,719,1000
"ExtSimulation_30",28,776,1000
"ExtSimulation_30",29,804,1000
"ExtSimulation_30",30,831,1000
"ExtSimulation_30",31,858,1000
"ExtSimulation_30",32,885,1000
"ExtSimulation_30",33,904,1000
"ExtSimulation_30",34,922,1000
"ExtSimulation_30",35,943,1000
"ExtSimulation_30",36,958,1000
"ExtSimulation_31",15,55,1000
"ExtSimulation_31",16,77,1000
"ExtSimulation_31",17,110,1000
"ExtSimulation_31",18,162,1000
"ExtSimulation_31",19,223,1000
"ExtSimulation_31",20,280,1000
"ExtSimulation_31",21,358,1000
"ExtSimulation_31",22,408,1000
"ExtSimulation_31",23,473,1000
"ExtSimulation_31",24,519,1000
"ExtSimulation_31",25,578,1000
"ExtSimulation_31",26,636,1000
"ExtSimulation_31",27,691,1000
"ExtSimulation_31",28,742,1000
"ExtSimulation_31",29,794,1000
"ExtSimulation_31",30,822,1000
"ExtSimulation_31",31,849,1000
"ExtSimulation_31",32,880,1000
"ExtSimulation_31",33,904,1000
"ExtSimulation_31",34,927,1000
"ExtSimulation_31",35,937,1000
"ExtSimulation_31",36,953,1000
"ExtSimulation_32",15,62,1000
"ExtSimulation_32",16,99,1000
"ExtSimulation_32",17,134,1000
"ExtSimulation_32",18,184,1000
"ExtSimulation_32",19,228,1000
"ExtSimulation_32",20,269,1000
"ExtSimulation_32",21,337,1000
"ExtSimulation_32",22,411,1000
"ExtSimulation_32",23,481,1000
"ExtSimulation_32",24,537,1000
"ExtSimulation_32",25,606,1000
"ExtSimulation_32",26,668,1000
"ExtSimulation_32",27,731,1000
"ExtSimulation_32",28,774,1000
"ExtSimulation_32",29,816,1000
"ExtSimulation_32",30,845,1000
"ExtSimulation_32",31,875,1000
"ExtSimulation_32",32,901,1000
"ExtSimulation_32",33,921,1000
"ExtSimulation_32",34,941,1000
"ExtSimulation_32",35,952,1000
"ExtSimulation_32",36,965,1000
"ExtSimulation_33",15,57,1000
"ExtSimulation_33",16,91,1000
"ExtSimulation_33",17,134,1000
"ExtSimulation_33",18,185,1000
"ExtSimulation_33",19,252,1000
"ExtSimulation_33",20,305,1000
"ExtSimulation_33",21,355,1000
"ExtSimulation_33",22,428,1000
"ExtSimulation_33",23,482,1000
"ExtSimulation_33",24,544,1000
"ExtSimulation_33",25,626,1000
"ExtSimulation_33",26,688,1000
"ExtSimulation_33",27,737,1000
"ExtSimulation_33",28,773,1000
"ExtSimulation_33",29,815,1000
"ExtSimulation_33",30,851,1000
"ExtSimulation_33",31,875,1000
"ExtSimulation_33",32,897,1000
"ExtSimulation_33",33,919,1000
"ExtSimulation_33",34,935,1000
"ExtSimulation_33",35,949,1000
"ExtSimulation_33",36,965,1000
"ExtSimulation_34",15,49,1000
"ExtSimulation_34",16,78,1000
"ExtSimulation_34",17,123,1000
"ExtSimulation_34",18,165,1000
"ExtSimulation_34",19,214,1000
"ExtSimulation_34",20,276,1000
"ExtSimulation_34",21,340,1000
"ExtSimulation_34",22,413,1000
"ExtSimulation_34",23,480,1000
"ExtSimulation_34",24,533,1000
"ExtSimulation_34",25,599,1000
"ExtSimulation_34",26,654,1000
"ExtSimulation_34",27,700,1000
"ExtSimulation_34",28,752,1000
"ExtSimulation_34",29,787,1000
"ExtSimulation_34",30,818,1000
"ExtSimulation_34",31,854,1000
"ExtSimulation_34",32,882,1000
"ExtSimulation_34",33,903,1000
"ExtSimulation_34",34,928,1000
"ExtSimulation_34",35,940,1000
"ExtSimulation_34",36,952,1000
"ExtSimulation_35",15,61,1000
"ExtSimulation_35",16,85,1000
"ExtSimulation_35",17,118,1000
"ExtSimulation_35",18,158,1000
"ExtSimulation_35",19,216,1000
"ExtSimulation_35",20,272,1000
"ExtSimulation_35",21,334,1000
"ExtSimulation_35",22,393,1000
"ExtSimulation_35",23,466,1000
"ExtSimulation_35",24,532,1000
"ExtSimulation_35",25,599,1000
"ExtSimulation_35",26,646,1000
"ExtSimulation_35",27,694,1000
"ExtSimulation_35",28,735,1000
"ExtSimulation_35",29,772,1000
"ExtSimulation_35",30,801,1000
"ExtSimulation_35",31,833,1000
"ExtSimulation_35",32,859,1000
"ExtSimulation_35",33,885,1000
"ExtSimulation_35",34,915,1000
"ExtSimulation_35",35,932,1000
"ExtSimulation_35",36,950,1000
"ExtSimulation_36",15,48,1000
"ExtSimulation_36",16,77,1000
"ExtSimulation_36",17,99,1000
"ExtSimulation_36",18,141,1000
"ExtSimulation_36",19,201,1000
"ExtSimulation_36",20,249,1000
