"Simulation","age","yes","N"
"ParSimulation_7",33,735,1000
"ParSimulation_7",34,760,1000
"ParSimulation_7",35,780,1000
"ParSimulation_7",36,796,1000
"ParSimulation_8",15,133,1000
"ParSimulation_8",16,168,1000
"ParSimulation_8",17,199,1000
"ParSimulation_8",18,248,1000
"ParSimulation_8",19,306,1000
"ParSimulation_8",20,349,1000
"ParSimulation_8",21,385,1000
"ParSimulation_8",22,434,1000
"ParSimulation_8",23,466,1000
"ParSimulation_8",24,508,1000
"ParSimulation_8",25,549,1000
"ParSimulation_8",26,582,1000
"ParSimulation_8",27,613,1000
"ParSimulation_8",28,642,1000
"ParSimulation_8",29,675,1000
"ParSimulation_8",30,695,1000
"ParSimulation_8",31,716,1000
"ParSimulation_8",32,737,1000
"ParSimulation_8",33,766,1000
"ParSimulation_8",34,785,1000
"ParSimulation_8",35,797,1000
"ParSimulation_8",36,807,1000
"ParSimulation_9",15,122,1000
"ParSimulation_9",16,165,1000
"ParSimulation_9",17,210,1000
"ParSimulation_9",18,252,1000
"ParSimulation_9",19,300,1000
"ParSimulation_9",20,345,1000
"ParSimulation_9",21,387,1000
"ParSimulation_9",22,431,1000
"ParSimulation_9",23,465,1000
"ParSimulation_9",24,500,1000
"ParSimulation_9",25,541,1000
"ParSimulation_9",26,577,1000
"ParSimulation_9",27,601,1000
"ParSimulation_9",28,628,1000
"ParSimulation_9",29,644,1000
"ParSimulation_9",30,675,1000
"ParSimulation_9",31,694,1000
"ParSimulation_9",32,712,1000
"ParSimulation_9",33,728,1000
"ParSimulation_9",34,745,1000
"ParSimulation_9",35,756,1000
"ParSimulation_9",36,766,1000
"ParSimulation_10",15,139,1000
"ParSimulation_10",16,193,1000
"ParSimulation_10",17,228,1000
"ParSimulation_10",18,265,1000
"ParSimulation_10",19,307,1000
"ParSimulation_10",20,359,1000
"ParSimulation_10",21,410,1000
"ParSimulation_10",22,453,1000
"ParSimulation_10",23,500,1000
"ParSimulation_10",24,550,1000
"ParSimulation_10",25,588,1000
"ParSimulation_10",26,624,1000
"ParSimulation_10",27,652,1000
"ParSimulation_10",28,671,1000
"ParSimulation_10",29,690,1000
"ParSimulation_10",30,721,1000
"ParSimulation_10",31,735,1000
"ParSimulation_10",32,749,1000
"ParSimulation_10",33,761,1000
"ParSimulation_10",34,776,1000
"ParSimulation_10",35,789,1000
"ParSimulation_10",36,811,1000
"ParSimulation_11",15,139,1000
"ParSimulation_11",16,169,1000
"ParSimulation_11",17,214,1000
"ParSimulation_11",18,257,1000
"ParSimulation_11",19,305,1000
"ParSimulation_11",20,347,1000
"ParSimulation_11",21,393,1000
"ParSimulation_11",22,433,1000
"ParSimulation_11",23,475,1000
"ParSimulation_11",24,516,1000
"ParSimulation_11",25,537,1000
"ParSimulation_11",26,570,1000
"ParSimulation_11",27,606,1000
"ParSimulation_11",28,640,1000
"ParSimulation_11",29,655,1000
"ParSimulation_11",30,675,1000
"ParSimulation_11",31,691,1000
"ParSimulation_11",32,714,1000
"ParSimulation_11",33,733,1000
"ParSimulation_11",34,749,1000
"ParSimulation_11",35,768,1000
"ParSimulation_11",36,783,1000
"ParSimulation_12",15,127,1000
"ParSimulation_12",16,173,1000
"ParSimulation_12",17,226,1000
"ParSimulation_12",18,273,1000
"ParSimulation_12",19,314,1000
"ParSimulation_12",20,351,1000
"ParSimulation_12",21,394,1000
"ParSimulation_12",22,443,1000
"ParSimulation_12",23,470,1000
"ParSimulation_12",24,508,1000
"ParSimulation_12",25,543,1000
"ParSimulation_12",26,575,1000
"ParSimulation_12",27,603,1000
"ParSimulation_12",28,638,1000
"ParSimulation_12",29,657,1000
"ParSimulation_12",30,677,1000
"ParSimulation_12",31,700,1000
"ParSimulation_12",32,714,1000
"ParSimulation_12",33,729,1000
"ParSimulation_12",34,744,1000
"ParSimulation_12",35,765,1000
"ParSimulation_12",36,776,1000
"ParSimulation_13",15,136,1000
"ParSimulation_13",16,176,1000
"ParSimulation_13",17,217,1000
"ParSimulation_13",18,260,1000
"ParSimulation_13",19,305,1000
"ParSimulation_13",20,351,1000
"ParSimulation_13",21,403,1000
"ParSimulation_13",22,447,1000
"ParSimulation_13",23,489,1000
"ParSimulation_13",24,526,1000
"ParSimulation_13",25,564,1000
"ParSimulation_13",26,594,1000
"ParSimulation_13",27,622,1000
"ParSimulation_13",28,645,1000
"ParSimulation_13",29,668,1000
"ParSimulation_13",30,692,1000
"ParSimulation_13",31,709,1000
"ParSimulation_13",32,729,1000
"ParSimulation_13",33,745,1000
"ParSimulation_13",34,757,1000
"ParSimulation_13",35,774,1000
"ParSimulation_13",36,793,1000
"ParSimulation_14",15,127,1000
"ParSimulation_14",16,174,1000
"ParSimulation_14",17,215,1000
"ParSimulation_14",18,266,1000
"ParSimulation_14",19,308,1000
"ParSimulation_14",20,352,1000
"ParSimulation_14",21,390,1000
"ParSimulation_14",22,434,1000
"ParSimulation_14",23,476,1000
"ParSimulation_14",24,517,1000
"ParSimulation_14",25,554,1000
"ParSimulation_14",26,587,1000
"ParSimulation_14",27,615,1000
"ParSimulation_14",28,638,1000
"ParSimulation_14",29,665,1000
"ParSimulation_14",30,681,1000
"ParSimulation_14",31,699,1000
"ParSimulation_14",32,715,1000
"ParSimulation_14",33,726,1000
"ParSimulation_14",34,745,1000
"ParSimulation_14",35,754,1000
"ParSimulation_14",36,768,1000
"ParSimulation_15",15,136,1000
"ParSimulation_15",16,177,1000
"ParSimulation_15",17,223,1000
"ParSimulation_15",18,276,1000
"ParSimulation_15",19,314,1000
"ParSimulation_15",20,356,1000
"ParSimulation_15",21,398,1000
"ParSimulation_15",22,429,1000
"ParSimulation_15",23,464,1000
"ParSimulation_15",24,508,1000
"ParSimulation_15",25,534,1000
"ParSimulation_15",26,566,1000
"ParSimulation_15",27,603,1000
"ParSimulation_15",28,628,1000
"ParSimulation_15",29,659,1000
"ParSimulation_15",30,678,1000
"ParSimulation_15",31,704,1000
"ParSimulation_15",32,729,1000
"ParSimulation_15",33,752,1000
"ParSimulation_15",34,763,1000
"ParSimulation_15",35,777,1000
"ParSimulation_15",36,792,1000
"ParSimulation_16",15,149,1000
"ParSimulation_16",16,200,1000
"ParSimulation_16",17,244,1000
"ParSimulation_16",18,292,1000
"ParSimulation_16",19,326,1000
"ParSimulation_16",20,374,1000
"ParSimulation_16",21,414,1000
"ParSimulation_16",22,454,1000
"ParSimulation_16",23,495,1000
"ParSimulation_16",24,522,1000
"ParSimulation_16",25,560,1000
"ParSimulation_16",26,597,1000
"ParSimulation_16",27,622,1000
"ParSimulation_16",28,649,1000
"ParSimulation_16",29,678,1000
"ParSimulation_16",30,706,1000
"ParSimulation_16",31,728,1000
"ParSimulation_16",32,741,1000
"ParSimulation_16",33,757,1000
"ParSimulation_16",34,767,1000
"ParSimulation_16",35,781,1000
"ParSimulation_16",36,791,1000
"ParSimulation_17",15,122,1000
"ParSimulation_17",16,165,1000
"ParSimulation_17",17,202,1000
"ParSimulation_17",18,241,1000
"ParSimulation_17",19,286,1000
"ParSimulation_17",20,328,1000
"ParSimulation_17",21,380,1000
"ParSimulation_17",22,418,1000
"ParSimulation_17",23,467,1000
"ParSimulation_17",24,509,1000
"ParSimulation_17",25,543,1000
"ParSimulation_17",26,575,1000
"ParSimulation_17",27,610,1000
"ParSimulation_17",28,638,1000
"ParSimulation_17",29,672,1000
"ParSimulation_17",30,692,1000
"ParSimulation_17",31,712,1000
"ParSimulation_17",32,726,1000
"ParSimulation_17",33,749,1000
"ParSimulation_17",34,764,1000
"ParSimulation_17",35,778,1000
"ParSimulation_17",36,791,1000
"ParSimulation_18",15,154,1000
"ParSimulation_18",16,190,1000
"ParSimulation_18",17,230,1000
"ParSimulation_18",18,278,1000
"ParSimulation_18",19,317,1000
"ParSimulation_18",20,374,1000
"ParSimulation_18",21,412,1000
"ParSimulation_18",22,448,1000
"ParSimulation_18",23,489,1000
"ParSimulation_18",24,516,1000
"ParSimulation_18",25,553,1000
"ParSimulation_18",26,585,1000
"ParSimulation_18",27,609,1000
"ParSimulation_18",28,636,1000
"ParSimulation_18",29,658,1000
"ParSimulation_18",30,688,1000
"ParSimulation_18",31,708,1000
"ParSimulation_18",32,739,1000
"ParSimulation_18",33,765,1000
"ParSimulation_18",34,787,1000
"ParSimulation_18",35,798,1000
"ParSimulation_18",36,810,1000
"ParSimulation_19",15,136,1000
"ParSimulation_19",16,179,1000
"ParSimulation_19",17,232,1000
"ParSimulation_19",18,280,1000
"ParSimulation_19",19,324,1000
"ParSimulation_19",20,370,1000
"ParSimulation_19",21,421,1000
"ParSimulation_19",22,466,1000
"ParSimulation_19",23,496,1000
"ParSimulation_19",24,534,1000
"ParSimulation_19",25,566,1000
"ParSimulation_19",26,586,1000
"ParSimulation_19",27,611,1000
"ParSimulation_19",28,634,1000
"ParSimulation_19",29,658,1000
"ParSimulation_19",30,682,1000
"ParSimulation_19",31,708,1000
"ParSimulation_19",32,726,1000
"ParSimulation_19",33,745,1000
"ParSimulation_19",34,761,1000
"ParSimulation_19",35,781,1000
"ParSimulation_19",36,802,1000
"ParSimulation_20",15,128,1000
"ParSimulation_20",16,171,1000
"ParSimulation_20",17,209,1000
"ParSimulation_20",18,241,1000
"ParSimulation_20",19,276,1000
"ParSimulation_20",20,316,1000
"ParSimulation_20",21,357,1000
"ParSimulation_20",22,401,1000
"ParSimulation_20",23,440,1000
"ParSimulation_20",24,476,1000
"ParSimulation_20",25,519,1000
"ParSimulation_20",26,556,1000
"ParSimulation_20",27,590,1000
"ParSimulation_20",28,625,1000
"ParSimulation_20",29,650,1000
"ParSimulation_20",30,677,1000
"ParSimulation_20",31,702,1000
"ParSimulation_20",32,722,1000
"ParSimulation_20",33,747,1000
"ParSimulation_20",34,768,1000
"ParSimulation_20",35,778,1000
"ParSimulation_20",36,795,1000
"ParSimulation_21",15,135,1000
"ParSimulation_21",16,174,1000
"ParSimulation_21",17,216,1000
"ParSimulation_21",18,261,1000
"ParSimulation_21",19,313,1000
"ParSimulation_21",20,357,1000
"ParSimulation_21",21,404,1000
"ParSimulation_21",22,436,1000
"ParSimulation_21",23,492,1000
"ParSimulation_21",24,529,1000
"ParSimulation_21",25,557,1000
"ParSimulation_21",26,579,1000
"ParSimulation_21",27,604,1000
"ParSimulation_21",28,629,1000
"ParSimulation_21",29,649,1000
"ParSimulation_21",30,673,1000
"ParSimulation_21",31,705,1000
"ParSimulation_21",32,726,1000
"ParSimulation_21",33,742,1000
"ParSimulation_21",34,756,1000
"ParSimulation_21",35,780,1000
"ParSimulation_21",36,791,1000
"ParSimulation_22",15,131,1000
"ParSimulation_22",16,171,1000
"ParSimulation_22",17,211,1000
"ParSimulation_22",18,260,1000
"ParSimulation_22",19,308,1000
"ParSimulation_22",20,365,1000
"ParSimulation_22",21,416,1000
"ParSimulation_22",22,451,1000
"ParSimulation_22",23,495,1000
"ParSimulation_22",24,525,1000
"ParSimulation_22",25,566,1000
"ParSimulation_22",26,597,1000
"ParSimulation_22",27,625,1000
"ParSimulation_22",28,643,1000
"ParSimulation_22",29,669,1000
"ParSimulation_22",30,689,1000
"ParSimulation_22",31,715,1000
"ParSimulation_22",32,735,1000
"ParSimulation_22",33,752,1000
"ParSimulation_22",34,765,1000
"ParSimulation_22",35,778,1000
"ParSimulation_22",36,791,1000
"ParSimulation_23",15,134,1000
"ParSimulation_23",16,177,1000
"ParSimulation_23",17,219,1000
"ParSimulation_23",18,257,1000
"ParSimulation_23",19,310,1000
"ParSimulation_23",20,343,1000
"ParSimulation_23",21,378,1000
"ParSimulation_23",22,428,1000
"ParSimulation_23",23,461,1000
"ParSimulation_23",24,505,1000
"ParSimulation_23",25,539,1000
"ParSimulation_23",26,573,1000
"ParSimulation_23",27,602,1000
"ParSimulation_23",28,633,1000
"ParSimulation_23",29,656,1000
"ParSimulation_23",30,684,1000
"ParSimulation_23",31,703,1000
"ParSimulation_23",32,722,1000
"ParSimulation_23",33,737,1000
"ParSimulation_23",34,750,1000
"ParSimulation_23",35,761,1000
"ParSimulation_23",36,775,1000
"ParSimulation_24",15,126,1000
"ParSimulation_24",16,170,1000
"ParSimulation_24",17,224,1000
"ParSimulation_24",18,288,1000
"ParSimulation_24",19,329,1000
"ParSimulation_24",20,376,1000
"ParSimulation_24",21,441,1000
"ParSimulation_24",22,479,1000
"ParSimulation_24",23,507,1000
"ParSimulation_24",24,542,1000
"ParSimulation_24",25,581,1000
"ParSimulation_24",26,603,1000
"ParSimulation_24",27,627,1000
"ParSimulation_24",28,661,1000
"ParSimulation_24",29,681,1000
"ParSimulation_24",30,699,1000
"ParSimulation_24",31,720,1000
"ParSimulation_24",32,734,1000
"ParSimulation_24",33,757,1000
"ParSimulation_24",34,769,1000
"ParSimulation_24",35,782,1000
"ParSimulation_24",36,791,1000
"ParSimulation_25",15,136,1000
"ParSimulation_25",16,178,1000
"ParSimulation_25",17,224,1000
"ParSimulation_25",18,272,1000
"ParSimulation_25",19,319,1000
"ParSimulation_25",20,365,1000
"ParSimulation_25",21,405,1000
"ParSimulation_25",22,447,1000
"ParSimulation_25",23,487,1000
"ParSimulation_25",24,525,1000
"ParSimulation_25",25,565,1000
"ParSimulation_25",26,585,1000
"ParSimulation_25",27,611,1000
"ParSimulation_25",28,645,1000
"ParSimulation_25",29,675,1000
"ParSimulation_25",30,707,1000
"ParSimulation_25",31,724,1000
"ParSimulation_25",32,742,1000
"ParSimulation_25",33,760,1000
"ParSimulation_25",34,772,1000
"ParSimulation_25",35,784,1000
"ParSimulation_25",36,795,1000
"ParSimulation_26",15,131,1000
"ParSimulation_26",16,177,1000
"ParSimulation_26",17,220,1000
"ParSimulation_26",18,259,1000
"ParSimulation_26",19,301,1000
"ParSimulation_26",20,342,1000
"ParSimulation_26",21,382,1000
"ParSimulation_26",22,422,1000
"ParSimulation_26",23,464,1000
"ParSimulation_26",24,506,1000
"ParSimulation_26",25,548,1000
"ParSimulation_26",26,589,1000
"ParSimulation_26",27,618,1000
"ParSimulation_26",28,650,1000
"ParSimulation_26",29,678,1000
"ParSimulation_26",30,701,1000
"ParSimulation_26",31,719,1000
"ParSimulation_26",32,746,1000
"ParSimulation_26",33,764,1000
"ParSimulation_26",34,778,1000
"ParSimulation_26",35,796,1000
"ParSimulation_26",36,810,1000
"ParSimulation_27",15,139,1000
"ParSimulation_27",16,185,1000
"ParSimulation_27",17,232,1000
"ParSimulation_27",18,269,1000
"ParSimulation_27",19,324,1000
"ParSimulation_27",20,380,1000
"ParSimulation_27",21,423,1000
"ParSimulation_27",22,458,1000
"ParSimulation_27",23,489,1000
"ParSimulation_27",24,533,1000
"ParSimulation_27",25,566,1000
"ParSimulation_27",26,595,1000
"ParSimulation_27",27,623,1000
"ParSimulation_27",28,644,1000
"ParSimulation_27",29,673,1000
"ParSimulation_27",30,694,1000
"ParSimulation_27",31,716,1000
"ParSimulation_27",32,738,1000
"ParSimulation_27",33,749,1000
"ParSimulation_27",34,767,1000
"ParSimulation_27",35,782,1000
"ParSimulation_27",36,797,1000
"ParSimulation_28",15,155,1000
"ParSimulation_28",16,202,1000
"ParSimulation_28",17,252,1000
"ParSimulation_28",18,292,1000
"ParSimulation_28",19,348,1000
"ParSimulation_28",20,385,1000
"ParSimulation_28",21,424,1000
"ParSimulation_28",22,469,1000
"ParSimulation_28",23,503,1000
"ParSimulation_28",24,530,1000
"ParSimulation_28",25,553,1000
"ParSimulation_28",26,590,1000
"ParSimulation_28",27,608,1000
"ParSimulation_28",28,640,1000
"ParSimulation_28",29,656,1000
"ParSimulation_28",30,676,1000
"ParSimulation_28",31,697,1000
"ParSimulation_28",32,726,1000
"ParSimulation_28",33,740,1000
"ParSimulation_28",34,757,1000
"ParSimulation_28",35,776,1000
"ParSimulation_28",36,787,1000
"ParSimulation_29",15,160,1000
"ParSimulation_29",16,196,1000
"ParSimulation_29",17,236,1000
"ParSimulation_29",18,281,1000
"ParSimulation_29",19,319,1000
"ParSimulation_29",20,365,1000
"ParSimulation_29",21,400,1000
"ParSimulation_29",22,441,1000
"ParSimulation_29",23,474,1000
"ParSimulation_29",24,509,1000
"ParSimulation_29",25,549,1000
"ParSimulation_29",26,583,1000
"ParSimulation_29",27,613,1000
"ParSimulation_29",28,639,1000
"ParSimulation_29",29,662,1000
"ParSimulation_29",30,695,1000
"ParSimulation_29",31,718,1000
"ParSimulation_29",32,738,1000
"ParSimulation_29",33,754,1000
"ParSimulation_29",34,769,1000
"ParSimulation_29",35,788,1000
"ParSimulation_29",36,804,1000
"ParSimulation_30",15,156,1000
"ParSimulation_30",16,194,1000
"ParSimulation_30",17,245,1000
"ParSimulation_30",18,286,1000
"ParSimulation_30",19,328,1000
"ParSimulation_30",20,369,1000
"ParSimulation_30",21,413,1000
"ParSimulation_30",22,450,1000
"ParSimulation_30",23,490,1000
"ParSimulation_30",24,535,1000
"ParSimulation_30",25,566,1000
"ParSimulation_30",26,598,1000
"ParSimulation_30",27,623,1000
"ParSimulation_30",28,653,1000
"ParSimulation_30",29,678,1000
"ParSimulation_30",30,700,1000
"ParSimulation_30",31,723,1000
"ParSimulation_30",32,747,1000
"ParSimulation_30",33,762,1000
"ParSimulation_30",34,774,1000
"ParSimulation_30",35,784,1000
"ParSimulation_30",36,799,1000
"ParSimulation_31",15,154,1000
"ParSimulation_31",16,196,1000
"ParSimulation_31",17,252,1000
"ParSimulation_31",18,291,1000
"ParSimulation_31",19,327,1000
"ParSimulation_31",20,379,1000
"ParSimulation_31",21,433,1000
"ParSimulation_31",22,473,1000
"ParSimulation_31",23,510,1000
"ParSimulation_31",24,545,1000
"ParSimulation_31",25,580,1000
"ParSimulation_31",26,609,1000
"ParSimulation_31",27,635,1000
"ParSimulation_31",28,665,1000
"ParSimulation_31",29,684,1000
"ParSimulation_31",30,704,1000
"ParSimulation_31",31,722,1000
"ParSimulation_31",32,746,1000
"ParSimulation_31",33,759,1000
"ParSimulation_31",34,779,1000
"ParSimulation_31",35,785,1000
"ParSimulation_31",36,797,1000
"ParSimulation_32",15,149,1000
"ParSimulation_32",16,187,1000
"ParSimulation_32",17,227,1000
"ParSimulation_32",18,274,1000
"ParSimulation_32",19,324,1000
"ParSimulation_32",20,358,1000
"ParSimulation_32",21,394,1000
"ParSimulation_32",22,432,1000
"ParSimulation_32",23,471,1000
"ParSimulation_32",24,503,1000
"ParSimulation_32",25,534,1000
"ParSimulation_32",26,564,1000
"ParSimulation_32",27,599,1000
"ParSimulation_32",28,623,1000
"ParSimulation_32",29,642,1000
"ParSimulation_32",30,665,1000
"ParSimulation_32",31,688,1000
"ParSimulation_32",32,707,1000
"ParSimulation_32",33,727,1000
"ParSimulation_32",34,754,1000
"ParSimulation_32",35,770,1000
"ParSimulation_32",36,781,1000
"ParSimulation_33",15,143,1000
"ParSimulation_33",16,166,1000
"ParSimulation_33",17,206,1000
"ParSimulation_33",18,245,1000
"ParSimulation_33",19,284,1000
"ParSimulation_33",20,340,1000
"ParSimulation_33",21,383,1000
"ParSimulation_33",22,430,1000
"ParSimulation_33",23,463,1000
"ParSimulation_33",24,509,1000
"ParSimulation_33",25,549,1000
"ParSimulation_33",26,576,1000
"ParSimulation_33",27,612,1000
"ParSimulation_33",28,635,1000
"ParSimulation_33",29,652,1000
"ParSimulation_33",30,680,1000
"ParSimulation_33",31,703,1000
"ParSimulation_33",32,721,1000
"ParSimulation_33",33,745,1000
"ParSimulation_33",34,756,1000
"ParSimulation_33",35,768,1000
"ParSimulation_33",36,778,1000
"ParSimulation_34",15,120,1000
"ParSimulation_34",16,169,1000
"ParSimulation_34",17,215,1000
"ParSimulation_34",18,249,1000
"ParSimulation_34",19,295,1000
"ParSimulation_34",20,338,1000
"ParSimulation_34",21,383,1000
"ParSimulation_34",22,416,1000
"ParSimulation_34",23,469,1000
"ParSimulation_34",24,508,1000
"ParSimulation_34",25,539,1000
"ParSimulation_34",26,577,1000
"ParSimulation_34",27,604,1000
"ParSimulation_34",28,632,1000
"ParSimulation_34",29,668,1000
"ParSimulation_34",30,691,1000
"ParSimulation_34",31,708,1000
"ParSimulation_34",32,721,1000
"ParSimulation_34",33,745,1000
"ParSimulation_34",34,754,1000
"ParSimulation_34",35,769,1000
"ParSimulation_34",36,792,1000
"ParSimulation_35",15,142,1000
"ParSimulation_35",16,185,1000
"ParSimulation_35",17,230,1000
"ParSimulation_35",18,268,1000
"ParSimulation_35",19,325,1000
"ParSimulation_35",20,375,1000
"ParSimulation_35",21,418,1000
"ParSimulation_35",22,458,1000
"ParSimulation_35",23,497,1000
"ParSimulation_35",24,528,1000
"ParSimulation_35",25,559,1000
"ParSimulation_35",26,597,1000
"ParSimulation_35",27,628,1000
"ParSimulation_35",28,651,1000
"ParSimulation_35",29,678,1000
"ParSimulation_35",30,701,1000
"ParSimulation_35",31,721,1000
"ParSimulation_35",32,730,1000
"ParSimulation_35",33,747,1000
"ParSimulation_35",34,759,1000
"ParSimulation_35",35,768,1000
"ParSimulation_35",36,782,1000
"ParSimulation_36",15,140,1000
"ParSimulation_36",16,174,1000
"ParSimulation_36",17,209,1000
"ParSimulation_36",18,246,1000
"ParSimulation_36",19,309,1000
"ParSimulation_36",20,347,1000
"ParSimulation_36",21,383,1000
"ParSimulation_36",22,428,1000
"ParSimulation_36",23,477,1000
"ParSimulation_36",24,508,1000
"ParSimulation_36",25,538,1000
"ParSimulation_36",26,571,1000
"ParSimulation_36",27,608,1000
"ParSimulation_36",28,633,1000
"ParSimulation_36",29,661,1000
"ParSimulation_36",30,678,1000
"ParSimulation_36",31,695,1000
"ParSimulation_36",32,718,1000
"ParSimulation_36",33,734,1000
"ParSimulation_36",34,748,1000
"ParSimulation_36",35,763,1000
"ParSimulation_36",36,774,1000
"ParSimulation_37",15,115,1000
"ParSimulation_37",16,162,1000
"ParSimulation_37",17,197,1000
"ParSimulation_37",18,236,1000
"ParSimulation_37",19,282,1000
"ParSimulation_37",20,325,1000
"ParSimulation_37",21,369,1000
"ParSimulation_37",22,404,1000
"ParSimulation_37",23,444,1000
"ParSimulation_37",24,480,1000
"ParSimulation_37",25,523,1000
"ParSimulation_37",26,560,1000
"ParSimulation_37",27,591,1000
"ParSimulation_37",28,623,1000
"ParSimulation_37",29,647,1000
"ParSimulation_37",30,664,1000
"ParSimulation_37",31,687,1000
"ParSimulation_37",32,706,1000
"ParSimulation_37",33,721,1000
"ParSimulation_37",34,741,1000
"ParSimulation_37",35,754,1000
"ParSimulation_37",36,765,1000
"ParSimulation_38",15,143,1000
"ParSimulation_38",16,194,1000
"ParSimulation_38",17,234,1000
"ParSimulation_38",18,286,1000
"ParSimulation_38",19,335,1000
"ParSimulation_38",20,375,1000
"ParSimulation_38",21,420,1000
