"Simulation","age","yes","N"
"ParSimulation_5",32,877,1000
"ParSimulation_5",33,903,1000
"ParSimulation_5",34,918,1000
"ParSimulation_5",35,931,1000
"ParSimulation_5",36,946,1000
"ParSimulation_6",15,59,1000
"ParSimulation_6",16,97,1000
"ParSimulation_6",17,133,1000
"ParSimulation_6",18,174,1000
"ParSimulation_6",19,226,1000
"ParSimulation_6",20,279,1000
"ParSimulation_6",21,346,1000
"ParSimulation_6",22,409,1000
"ParSimulation_6",23,472,1000
"ParSimulation_6",24,529,1000
"ParSimulation_6",25,587,1000
"ParSimulation_6",26,646,1000
"ParSimulation_6",27,693,1000
"ParSimulation_6",28,736,1000
"ParSimulation_6",29,769,1000
"ParSimulation_6",30,801,1000
"ParSimulation_6",31,832,1000
"ParSimulation_6",32,852,1000
"ParSimulation_6",33,874,1000
"ParSimulation_6",34,891,1000
"ParSimulation_6",35,908,1000
"ParSimulation_6",36,921,1000
"ParSimulation_7",15,77,1000
"ParSimulation_7",16,109,1000
"ParSimulation_7",17,161,1000
"ParSimulation_7",18,205,1000
"ParSimulation_7",19,265,1000
"ParSimulation_7",20,315,1000
"ParSimulation_7",21,367,1000
"ParSimulation_7",22,418,1000
"ParSimulation_7",23,477,1000
"ParSimulation_7",24,539,1000
"ParSimulation_7",25,591,1000
"ParSimulation_7",26,641,1000
"ParSimulation_7",27,693,1000
"ParSimulation_7",28,734,1000
"ParSimulation_7",29,761,1000
"ParSimulation_7",30,794,1000
"ParSimulation_7",31,824,1000
"ParSimulation_7",32,851,1000
"ParSimulation_7",33,885,1000
"ParSimulation_7",34,899,1000
"ParSimulation_7",35,918,1000
"ParSimulation_7",36,927,1000
"ParSimulation_8",15,75,1000
"ParSimulation_8",16,107,1000
"ParSimulation_8",17,156,1000
"ParSimulation_8",18,205,1000
"ParSimulation_8",19,267,1000
"ParSimulation_8",20,321,1000
"ParSimulation_8",21,376,1000
"ParSimulation_8",22,431,1000
"ParSimulation_8",23,492,1000
"ParSimulation_8",24,560,1000
"ParSimulation_8",25,616,1000
"ParSimulation_8",26,666,1000
"ParSimulation_8",27,709,1000
"ParSimulation_8",28,748,1000
"ParSimulation_8",29,786,1000
"ParSimulation_8",30,817,1000
"ParSimulation_8",31,846,1000
"ParSimulation_8",32,874,1000
"ParSimulation_8",33,889,1000
"ParSimulation_8",34,909,1000
"ParSimulation_8",35,918,1000
"ParSimulation_8",36,931,1000
"ParSimulation_9",15,62,1000
"ParSimulation_9",16,88,1000
"ParSimulation_9",17,133,1000
"ParSimulation_9",18,176,1000
"ParSimulation_9",19,234,1000
"ParSimulation_9",20,295,1000
"ParSimulation_9",21,359,1000
"ParSimulation_9",22,414,1000
"ParSimulation_9",23,463,1000
"ParSimulation_9",24,536,1000
"ParSimulation_9",25,579,1000
"ParSimulation_9",26,635,1000
"ParSimulation_9",27,679,1000
"ParSimulation_9",28,728,1000
"ParSimulation_9",29,766,1000
"ParSimulation_9",30,803,1000
"ParSimulation_9",31,835,1000
"ParSimulation_9",32,868,1000
"ParSimulation_9",33,887,1000
"ParSimulation_9",34,906,1000
"ParSimulation_9",35,921,1000
"ParSimulation_9",36,935,1000
"ParSimulation_10",15,65,1000
"ParSimulation_10",16,103,1000
"ParSimulation_10",17,149,1000
"ParSimulation_10",18,195,1000
"ParSimulation_10",19,248,1000
"ParSimulation_10",20,306,1000
"ParSimulation_10",21,362,1000
"ParSimulation_10",22,422,1000
"ParSimulation_10",23,483,1000
"ParSimulation_10",24,531,1000
"ParSimulation_10",25,587,1000
"ParSimulation_10",26,649,1000
"ParSimulation_10",27,704,1000
"ParSimulation_10",28,738,1000
"ParSimulation_10",29,778,1000
"ParSimulation_10",30,820,1000
"ParSimulation_10",31,839,1000
"ParSimulation_10",32,862,1000
"ParSimulation_10",33,878,1000
"ParSimulation_10",34,893,1000
"ParSimulation_10",35,917,1000
"ParSimulation_10",36,922,1000
"ParSimulation_11",15,56,1000
"ParSimulation_11",16,83,1000
"ParSimulation_11",17,119,1000
"ParSimulation_11",18,156,1000
"ParSimulation_11",19,216,1000
"ParSimulation_11",20,271,1000
"ParSimulation_11",21,326,1000
"ParSimulation_11",22,391,1000
"ParSimulation_11",23,445,1000
"ParSimulation_11",24,515,1000
"ParSimulation_11",25,573,1000
"ParSimulation_11",26,633,1000
"ParSimulation_11",27,679,1000
"ParSimulation_11",28,722,1000
"ParSimulation_11",29,755,1000
"ParSimulation_11",30,794,1000
"ParSimulation_11",31,823,1000
"ParSimulation_11",32,855,1000
"ParSimulation_11",33,886,1000
"ParSimulation_11",34,902,1000
"ParSimulation_11",35,915,1000
"ParSimulation_11",36,926,1000
"ParSimulation_12",15,74,1000
"ParSimulation_12",16,109,1000
"ParSimulation_12",17,148,1000
"ParSimulation_12",18,191,1000
"ParSimulation_12",19,236,1000
"ParSimulation_12",20,296,1000
"ParSimulation_12",21,355,1000
"ParSimulation_12",22,420,1000
"ParSimulation_12",23,481,1000
"ParSimulation_12",24,537,1000
"ParSimulation_12",25,601,1000
"ParSimulation_12",26,655,1000
"ParSimulation_12",27,717,1000
"ParSimulation_12",28,760,1000
"ParSimulation_12",29,786,1000
"ParSimulation_12",30,816,1000
"ParSimulation_12",31,846,1000
"ParSimulation_12",32,872,1000
"ParSimulation_12",33,897,1000
"ParSimulation_12",34,914,1000
"ParSimulation_12",35,929,1000
"ParSimulation_12",36,945,1000
"ParSimulation_13",15,74,1000
"ParSimulation_13",16,111,1000
"ParSimulation_13",17,144,1000
"ParSimulation_13",18,190,1000
"ParSimulation_13",19,239,1000
"ParSimulation_13",20,281,1000
"ParSimulation_13",21,335,1000
"ParSimulation_13",22,393,1000
"ParSimulation_13",23,465,1000
"ParSimulation_13",24,519,1000
"ParSimulation_13",25,581,1000
"ParSimulation_13",26,633,1000
"ParSimulation_13",27,683,1000
"ParSimulation_13",28,722,1000
"ParSimulation_13",29,764,1000
"ParSimulation_13",30,799,1000
"ParSimulation_13",31,822,1000
"ParSimulation_13",32,852,1000
"ParSimulation_13",33,874,1000
"ParSimulation_13",34,897,1000
"ParSimulation_13",35,917,1000
"ParSimulation_13",36,927,1000
"ParSimulation_14",15,66,1000
"ParSimulation_14",16,97,1000
"ParSimulation_14",17,136,1000
"ParSimulation_14",18,187,1000
"ParSimulation_14",19,243,1000
"ParSimulation_14",20,304,1000
"ParSimulation_14",21,375,1000
"ParSimulation_14",22,436,1000
"ParSimulation_14",23,487,1000
"ParSimulation_14",24,539,1000
"ParSimulation_14",25,599,1000
"ParSimulation_14",26,654,1000
"ParSimulation_14",27,705,1000
"ParSimulation_14",28,742,1000
"ParSimulation_14",29,772,1000
"ParSimulation_14",30,814,1000
"ParSimulation_14",31,846,1000
"ParSimulation_14",32,877,1000
"ParSimulation_14",33,905,1000
"ParSimulation_14",34,915,1000
"ParSimulation_14",35,925,1000
"ParSimulation_14",36,932,1000
"ParSimulation_15",15,64,1000
"ParSimulation_15",16,98,1000
"ParSimulation_15",17,150,1000
"ParSimulation_15",18,197,1000
"ParSimulation_15",19,248,1000
"ParSimulation_15",20,295,1000
"ParSimulation_15",21,360,1000
"ParSimulation_15",22,422,1000
"ParSimulation_15",23,497,1000
"ParSimulation_15",24,560,1000
"ParSimulation_15",25,616,1000
"ParSimulation_15",26,668,1000
"ParSimulation_15",27,713,1000
"ParSimulation_15",28,759,1000
"ParSimulation_15",29,805,1000
"ParSimulation_15",30,837,1000
"ParSimulation_15",31,857,1000
"ParSimulation_15",32,885,1000
"ParSimulation_15",33,902,1000
"ParSimulation_15",34,921,1000
"ParSimulation_15",35,936,1000
"ParSimulation_15",36,946,1000
"ParSimulation_16",15,66,1000
"ParSimulation_16",16,105,1000
"ParSimulation_16",17,153,1000
"ParSimulation_16",18,205,1000
"ParSimulation_16",19,263,1000
"ParSimulation_16",20,316,1000
"ParSimulation_16",21,382,1000
"ParSimulation_16",22,446,1000
"ParSimulation_16",23,510,1000
"ParSimulation_16",24,565,1000
"ParSimulation_16",25,621,1000
"ParSimulation_16",26,674,1000
"ParSimulation_16",27,713,1000
"ParSimulation_16",28,750,1000
"ParSimulation_16",29,788,1000
"ParSimulation_16",30,830,1000
"ParSimulation_16",31,857,1000
"ParSimulation_16",32,879,1000
"ParSimulation_16",33,896,1000
"ParSimulation_16",34,912,1000
"ParSimulation_16",35,932,1000
"ParSimulation_16",36,940,1000
"ParSimulation_17",15,69,1000
"ParSimulation_17",16,98,1000
"ParSimulation_17",17,139,1000
"ParSimulation_17",18,178,1000
"ParSimulation_17",19,239,1000
"ParSimulation_17",20,294,1000
"ParSimulation_17",21,362,1000
"ParSimulation_17",22,423,1000
"ParSimulation_17",23,472,1000
"ParSimulation_17",24,511,1000
"ParSimulation_17",25,572,1000
"ParSimulation_17",26,615,1000
"ParSimulation_17",27,664,1000
"ParSimulation_17",28,707,1000
"ParSimulation_17",29,748,1000
"ParSimulation_17",30,791,1000
"ParSimulation_17",31,829,1000
"ParSimulation_17",32,853,1000
"ParSimulation_17",33,873,1000
"ParSimulation_17",34,899,1000
"ParSimulation_17",35,923,1000
"ParSimulation_17",36,945,1000
"ParSimulation_18",15,79,1000
"ParSimulation_18",16,110,1000
"ParSimulation_18",17,142,1000
"ParSimulation_18",18,189,1000
"ParSimulation_18",19,239,1000
"ParSimulation_18",20,290,1000
"ParSimulation_18",21,336,1000
"ParSimulation_18",22,396,1000
"ParSimulation_18",23,462,1000
"ParSimulation_18",24,520,1000
"ParSimulation_18",25,571,1000
"ParSimulation_18",26,625,1000
"ParSimulation_18",27,668,1000
"ParSimulation_18",28,717,1000
"ParSimulation_18",29,759,1000
"ParSimulation_18",30,796,1000
"ParSimulation_18",31,832,1000
"ParSimulation_18",32,855,1000
"ParSimulation_18",33,879,1000
"ParSimulation_18",34,902,1000
"ParSimulation_18",35,919,1000
"ParSimulation_18",36,931,1000
"ParSimulation_19",15,53,1000
"ParSimulation_19",16,82,1000
"ParSimulation_19",17,129,1000
"ParSimulation_19",18,177,1000
"ParSimulation_19",19,236,1000
"ParSimulation_19",20,287,1000
"ParSimulation_19",21,343,1000
"ParSimulation_19",22,410,1000
"ParSimulation_19",23,471,1000
"ParSimulation_19",24,527,1000
"ParSimulation_19",25,573,1000
"ParSimulation_19",26,613,1000
"ParSimulation_19",27,662,1000
"ParSimulation_19",28,725,1000
"ParSimulation_19",29,764,1000
"ParSimulation_19",30,804,1000
"ParSimulation_19",31,834,1000
"ParSimulation_19",32,863,1000
"ParSimulation_19",33,880,1000
"ParSimulation_19",34,895,1000
"ParSimulation_19",35,912,1000
"ParSimulation_19",36,929,1000
"ParSimulation_20",15,45,1000
"ParSimulation_20",16,84,1000
"ParSimulation_20",17,125,1000
"ParSimulation_20",18,177,1000
"ParSimulation_20",19,233,1000
"ParSimulation_20",20,288,1000
"ParSimulation_20",21,352,1000
"ParSimulation_20",22,411,1000
"ParSimulation_20",23,473,1000
"ParSimulation_20",24,533,1000
"ParSimulation_20",25,583,1000
"ParSimulation_20",26,634,1000
"ParSimulation_20",27,680,1000
"ParSimulation_20",28,724,1000
"ParSimulation_20",29,762,1000
"ParSimulation_20",30,795,1000
"ParSimulation_20",31,828,1000
"ParSimulation_20",32,854,1000
"ParSimulation_20",33,876,1000
"ParSimulation_20",34,898,1000
"ParSimulation_20",35,925,1000
"ParSimulation_20",36,937,1000
"ParSimulation_21",15,68,1000
"ParSimulation_21",16,99,1000
"ParSimulation_21",17,135,1000
"ParSimulation_21",18,186,1000
"ParSimulation_21",19,239,1000
"ParSimulation_21",20,299,1000
"ParSimulation_21",21,354,1000
"ParSimulation_21",22,392,1000
"ParSimulation_21",23,462,1000
"ParSimulation_21",24,509,1000
"ParSimulation_21",25,569,1000
"ParSimulation_21",26,622,1000
"ParSimulation_21",27,680,1000
"ParSimulation_21",28,735,1000
"ParSimulation_21",29,780,1000
"ParSimulation_21",30,815,1000
"ParSimulation_21",31,851,1000
"ParSimulation_21",32,875,1000
"ParSimulation_21",33,897,1000
"ParSimulation_21",34,903,1000
"ParSimulation_21",35,916,1000
"ParSimulation_21",36,931,1000
"ParSimulation_22",15,64,1000
"ParSimulation_22",16,94,1000
"ParSimulation_22",17,137,1000
"ParSimulation_22",18,179,1000
"ParSimulation_22",19,238,1000
"ParSimulation_22",20,291,1000
"ParSimulation_22",21,344,1000
"ParSimulation_22",22,404,1000
"ParSimulation_22",23,465,1000
"ParSimulation_22",24,522,1000
"ParSimulation_22",25,578,1000
"ParSimulation_22",26,631,1000
"ParSimulation_22",27,684,1000
"ParSimulation_22",28,726,1000
"ParSimulation_22",29,765,1000
"ParSimulation_22",30,798,1000
"ParSimulation_22",31,827,1000
"ParSimulation_22",32,852,1000
"ParSimulation_22",33,880,1000
"ParSimulation_22",34,908,1000
"ParSimulation_22",35,923,1000
"ParSimulation_22",36,938,1000
"ParSimulation_23",15,61,1000
"ParSimulation_23",16,88,1000
"ParSimulation_23",17,125,1000
"ParSimulation_23",18,168,1000
"ParSimulation_23",19,223,1000
"ParSimulation_23",20,287,1000
"ParSimulation_23",21,342,1000
"ParSimulation_23",22,398,1000
"ParSimulation_23",23,466,1000
"ParSimulation_23",24,543,1000
"ParSimulation_23",25,595,1000
"ParSimulation_23",26,643,1000
"ParSimulation_23",27,684,1000
"ParSimulation_23",28,728,1000
"ParSimulation_23",29,767,1000
"ParSimulation_23",30,805,1000
"ParSimulation_23",31,838,1000
"ParSimulation_23",32,859,1000
"ParSimulation_23",33,874,1000
"ParSimulation_23",34,899,1000
"ParSimulation_23",35,923,1000
"ParSimulation_23",36,944,1000
"ParSimulation_24",15,60,1000
"ParSimulation_24",16,95,1000
"ParSimulation_24",17,137,1000
"ParSimulation_24",18,182,1000
"ParSimulation_24",19,230,1000
"ParSimulation_24",20,288,1000
"ParSimulation_24",21,339,1000
"ParSimulation_24",22,400,1000
"ParSimulation_24",23,458,1000
"ParSimulation_24",24,520,1000
"ParSimulation_24",25,573,1000
"ParSimulation_24",26,634,1000
"ParSimulation_24",27,686,1000
"ParSimulation_24",28,732,1000
"ParSimulation_24",29,757,1000
"ParSimulation_24",30,787,1000
"ParSimulation_24",31,821,1000
"ParSimulation_24",32,847,1000
"ParSimulation_24",33,869,1000
"ParSimulation_24",34,897,1000
"ParSimulation_24",35,917,1000
"ParSimulation_24",36,933,1000
"ParSimulation_25",15,71,1000
"ParSimulation_25",16,97,1000
"ParSimulation_25",17,141,1000
"ParSimulation_25",18,186,1000
"ParSimulation_25",19,240,1000
"ParSimulation_25",20,298,1000
"ParSimulation_25",21,364,1000
"ParSimulation_25",22,420,1000
"ParSimulation_25",23,487,1000
"ParSimulation_25",24,548,1000
"ParSimulation_25",25,598,1000
"ParSimulation_25",26,642,1000
"ParSimulation_25",27,687,1000
"ParSimulation_25",28,735,1000
"ParSimulation_25",29,773,1000
"ParSimulation_25",30,819,1000
"ParSimulation_25",31,852,1000
"ParSimulation_25",32,877,1000
"ParSimulation_25",33,902,1000
"ParSimulation_25",34,917,1000
"ParSimulation_25",35,926,1000
"ParSimulation_25",36,936,1000
"ParSimulation_26",15,66,1000
"ParSimulation_26",16,92,1000
"ParSimulation_26",17,137,1000
"ParSimulation_26",18,181,1000
"ParSimulation_26",19,234,1000
"ParSimulation_26",20,291,1000
"ParSimulation_26",21,351,1000
"ParSimulation_26",22,417,1000
"ParSimulation_26",23,474,1000
"ParSimulation_26",24,526,1000
"ParSimulation_26",25,589,1000
"ParSimulation_26",26,638,1000
"ParSimulation_26",27,684,1000
"ParSimulation_26",28,732,1000
"ParSimulation_26",29,762,1000
"ParSimulation_26",30,802,1000
"ParSimulation_26",31,844,1000
"ParSimulation_26",32,867,1000
"ParSimulation_26",33,894,1000
"ParSimulation_26",34,912,1000
"ParSimulation_26",35,926,1000
"ParSimulation_26",36,935,1000
"ParSimulation_27",15,77,1000
"ParSimulation_27",16,112,1000
"ParSimulation_27",17,154,1000
"ParSimulation_27",18,195,1000
"ParSimulation_27",19,242,1000
"ParSimulation_27",20,290,1000
"ParSimulation_27",21,349,1000
"ParSimulation_27",22,411,1000
"ParSimulation_27",23,482,1000
"ParSimulation_27",24,536,1000
"ParSimulation_27",25,593,1000
"ParSimulation_27",26,645,1000
"ParSimulation_27",27,687,1000
"ParSimulation_27",28,743,1000
"ParSimulation_27",29,777,1000
"ParSimulation_27",30,805,1000
"ParSimulation_27",31,837,1000
"ParSimulation_27",32,861,1000
"ParSimulation_27",33,888,1000
"ParSimulation_27",34,910,1000
"ParSimulation_27",35,924,1000
"ParSimulation_27",36,938,1000
"ParSimulation_28",15,60,1000
"ParSimulation_28",16,91,1000
"ParSimulation_28",17,128,1000
"ParSimulation_28",18,181,1000
"ParSimulation_28",19,226,1000
"ParSimulation_28",20,287,1000
"ParSimulation_28",21,348,1000
"ParSimulation_28",22,426,1000
"ParSimulation_28",23,499,1000
"ParSimulation_28",24,552,1000
"ParSimulation_28",25,593,1000
"ParSimulation_28",26,650,1000
"ParSimulation_28",27,690,1000
"ParSimulation_28",28,740,1000
"ParSimulation_28",29,779,1000
"ParSimulation_28",30,811,1000
"ParSimulation_28",31,841,1000
"ParSimulation_28",32,860,1000
"ParSimulation_28",33,881,1000
"ParSimulation_28",34,903,1000
"ParSimulation_28",35,915,1000
"ParSimulation_28",36,932,1000
"ParSimulation_29",15,60,1000
"ParSimulation_29",16,94,1000
"ParSimulation_29",17,126,1000
"ParSimulation_29",18,180,1000
"ParSimulation_29",19,239,1000
"ParSimulation_29",20,293,1000
"ParSimulation_29",21,364,1000
"ParSimulation_29",22,429,1000
"ParSimulation_29",23,488,1000
"ParSimulation_29",24,533,1000
"ParSimulation_29",25,589,1000
"ParSimulation_29",26,648,1000
"ParSimulation_29",27,692,1000
"ParSimulation_29",28,727,1000
"ParSimulation_29",29,759,1000
"ParSimulation_29",30,787,1000
"ParSimulation_29",31,815,1000
"ParSimulation_29",32,850,1000
"ParSimulation_29",33,878,1000
"ParSimulation_29",34,899,1000
"ParSimulation_29",35,913,1000
"ParSimulation_29",36,928,1000
"ParSimulation_30",15,61,1000
"ParSimulation_30",16,86,1000
"ParSimulation_30",17,126,1000
"ParSimulation_30",18,168,1000
"ParSimulation_30",19,226,1000
"ParSimulation_30",20,275,1000
"ParSimulation_30",21,329,1000
"ParSimulation_30",22,389,1000
"ParSimulation_30",23,443,1000
"ParSimulation_30",24,523,1000
"ParSimulation_30",25,585,1000
"ParSimulation_30",26,630,1000
"ParSimulation_30",27,680,1000
"ParSimulation_30",28,733,1000
"ParSimulation_30",29,772,1000
"ParSimulation_30",30,806,1000
"ParSimulation_30",31,830,1000
"ParSimulation_30",32,856,1000
"ParSimulation_30",33,884,1000
"ParSimulation_30",34,901,1000
"ParSimulation_30",35,915,1000
"ParSimulation_30",36,927,1000
"ParSimulation_31",15,66,1000
"ParSimulation_31",16,93,1000
"ParSimulation_31",17,129,1000
"ParSimulation_31",18,167,1000
"ParSimulation_31",19,219,1000
"ParSimulation_31",20,274,1000
"ParSimulation_31",21,339,1000
"ParSimulation_31",22,413,1000
"ParSimulation_31",23,471,1000
"ParSimulation_31",24,531,1000
"ParSimulation_31",25,593,1000
"ParSimulation_31",26,640,1000
"ParSimulation_31",27,687,1000
"ParSimulation_31",28,724,1000
"ParSimulation_31",29,762,1000
"ParSimulation_31",30,805,1000
"ParSimulation_31",31,824,1000
"ParSimulation_31",32,848,1000
"ParSimulation_31",33,872,1000
"ParSimulation_31",34,897,1000
"ParSimulation_31",35,917,1000
"ParSimulation_31",36,927,1000
"ParSimulation_32",15,60,1000
"ParSimulation_32",16,93,1000
"ParSimulation_32",17,125,1000
"ParSimulation_32",18,172,1000
"ParSimulation_32",19,218,1000
"ParSimulation_32",20,280,1000
"ParSimulation_32",21,328,1000
"ParSimulation_32",22,388,1000
"ParSimulation_32",23,459,1000
"ParSimulation_32",24,521,1000
"ParSimulation_32",25,583,1000
"ParSimulation_32",26,632,1000
"ParSimulation_32",27,679,1000
"ParSimulation_32",28,730,1000
"ParSimulation_32",29,762,1000
"ParSimulation_32",30,803,1000
"ParSimulation_32",31,850,1000
"ParSimulation_32",32,874,1000
"ParSimulation_32",33,904,1000
"ParSimulation_32",34,921,1000
"ParSimulation_32",35,936,1000
"ParSimulation_32",36,946,1000
"ParSimulation_33",15,75,1000
"ParSimulation_33",16,100,1000
"ParSimulation_33",17,147,1000
"ParSimulation_33",18,199,1000
"ParSimulation_33",19,261,1000
"ParSimulation_33",20,318,1000
"ParSimulation_33",21,379,1000
"ParSimulation_33",22,427,1000
"ParSimulation_33",23,477,1000
"ParSimulation_33",24,523,1000
"ParSimulation_33",25,586,1000
"ParSimulation_33",26,641,1000
"ParSimulation_33",27,692,1000
"ParSimulation_33",28,735,1000
"ParSimulation_33",29,773,1000
"ParSimulation_33",30,805,1000
"ParSimulation_33",31,839,1000
"ParSimulation_33",32,863,1000
"ParSimulation_33",33,882,1000
"ParSimulation_33",34,909,1000
"ParSimulation_33",35,920,1000
"ParSimulation_33",36,933,1000
"ParSimulation_34",15,54,1000
"ParSimulation_34",16,97,1000
"ParSimulation_34",17,144,1000
"ParSimulation_34",18,187,1000
"ParSimulation_34",19,239,1000
"ParSimulation_34",20,300,1000
"ParSimulation_34",21,354,1000
"ParSimulation_34",22,404,1000
"ParSimulation_34",23,466,1000
"ParSimulation_34",24,519,1000
"ParSimulation_34",25,571,1000
"ParSimulation_34",26,623,1000
"ParSimulation_34",27,678,1000
"ParSimulation_34",28,716,1000
"ParSimulation_34",29,761,1000
"ParSimulation_34",30,802,1000
"ParSimulation_34",31,841,1000
"ParSimulation_34",32,863,1000
"ParSimulation_34",33,888,1000
"ParSimulation_34",34,911,1000
"ParSimulation_34",35,930,1000
"ParSimulation_34",36,941,1000
"ParSimulation_35",15,66,1000
"ParSimulation_35",16,97,1000
"ParSimulation_35",17,136,1000
"ParSimulation_35",18,179,1000
"ParSimulation_35",19,233,1000
"ParSimulation_35",20,284,1000
"ParSimulation_35",21,333,1000
"ParSimulation_35",22,397,1000
"ParSimulation_35",23,449,1000
"ParSimulation_35",24,501,1000
"ParSimulation_35",25,556,1000
"ParSimulation_35",26,617,1000
"ParSimulation_35",27,663,1000
"ParSimulation_35",28,713,1000
"ParSimulation_35",29,749,1000
"ParSimulation_35",30,783,1000
"ParSimulation_35",31,815,1000
"ParSimulation_35",32,836,1000
"ParSimulation_35",33,873,1000
"ParSimulation_35",34,894,1000
"ParSimulation_35",35,913,1000
"ParSimulation_35",36,925,1000
"ParSimulation_36",15,71,1000
"ParSimulation_36",16,100,1000
"ParSimulation_36",17,125,1000
"ParSimulation_36",18,162,1000
"ParSimulation_36",19,204,1000
"ParSimulation_36",20,285,1000
"ParSimulation_36",21,345,1000
"ParSimulation_36",22,418,1000
"ParSimulation_36",23,495,1000
"ParSimulation_36",24,549,1000
"ParSimulation_36",25,610,1000
"ParSimulation_36",26,664,1000
"ParSimulation_36",27,699,1000
"ParSimulation_36",28,744,1000
"ParSimulation_36",29,780,1000
"ParSimulation_36",30,811,1000
"ParSimulation_36",31,836,1000
"ParSimulation_36",32,866,1000
"ParSimulation_36",33,883,1000
"ParSimulation_36",34,901,1000
"ParSimulation_36",35,917,1000
"ParSimulation_36",36,930,1000
"ParSimulation_37",15,64,1000
"ParSimulation_37",16,93,1000
"ParSimulation_37",17,129,1000
"ParSimulation_37",18,178,1000
"ParSimulation_37",19,237,1000
"ParSimulation_37",20,288,1000
"ParSimulation_37",21,338,1000
"ParSimulation_37",22,393,1000
"ParSimulation_37",23,448,1000
"ParSimulation_37",24,501,1000
"ParSimulation_37",25,561,1000
"ParSimulation_37",26,616,1000
"ParSimulation_37",27,672,1000
"ParSimulation_37",28,712,1000
"ParSimulation_37",29,753,1000
"ParSimulation_37",30,790,1000
"ParSimulation_37",31,817,1000
"ParSimulation_37",32,853,1000
"ParSimulation_37",33,877,1000
"ParSimulation_37",34,899,1000
"ParSimulation_37",35,913,1000
"ParSimulation_37",36,923,1000
"ParSimulation_38",15,81,1000
"ParSimulation_38",16,120,1000
"ParSimulation_38",17,167,1000
"ParSimulation_38",18,203,1000
"ParSimulation_38",19,268,1000
"ParSimulation_38",20,324,1000
"ParSimulation_38",21,395,1000
